Fréquence (Hz)	Niveau (dB)
5851,647949	-92,438522
5854,339600	-92,215141
5857,031250	-91,999161
5859,722900	-92,441589
5862,414551	-93,014946
5865,106201	-92,720871
5867,797852	-93,312126
5870,489502	-93,124863
5873,181152	-91,394104
5875,872803	-91,981697
5878,564453	-92,883781
5881,256104	-92,628357
5883,947754	-93,592255
5886,639404	-93,057816
5889,331055	-93,594604
5892,022705	-92,915802
5894,714355	-92,621513
5897,406006	-91,977692
5900,097656	-93,356323
5902,789307	-94,039505
5905,480957	-93,472427
5908,172607	-93,943016
5910,864258	-94,638916
5913,555908	-94,080620
5916,247559	-91,923439
5918,939209	-92,450272
5921,630859	-92,231934
5924,322510	-91,955986
5927,014160	-93,388145
5929,705811	-93,766716
5932,397461	-93,653839
5935,089111	-92,879204
5937,780762	-93,911003
5940,472412	-94,312683
5943,164063	-93,799004
5945,855713	-93,606949
5948,547363	-93,480370
5951,239014	-92,349113
5953,930664	-92,219460
5956,622314	-93,051567
5959,313965	-93,309639
5962,005615	-92,495117
5964,697266	-91,772491
5967,388916	-92,610031
5970,080566	-92,429558
5972,772217	-93,016457
5975,463867	-93,571342
5978,155518	-91,790810
5980,847168	-91,717796
5983,538818	-91,490608
5986,230469	-91,618973
5988,922119	-91,970566
5991,613770	-92,235977
5994,305420	-92,136475
5996,997070	-93,064491
5999,688721	-92,169403
6002,380371	-92,193199
6005,072021	-92,202530
6007,763672	-92,263863
6010,455322	-92,579521
6013,146973	-92,374779
6015,838623	-93,311409
6018,530273	-93,044601
6021,221924	-92,647186
6023,913574	-92,457985
6026,605225	-91,729927
6029,296875	-91,991547
6031,988525	-92,466446
6034,680176	-91,954254
6037,371826	-92,744392
6040,063477	-93,340439
6042,755127	-92,870583
6045,446777	-93,356644
6048,138428	-94,589348
6050,830078	-94,644279
6053,521729	-93,870163
6056,213379	-93,914871
6058,905029	-92,736778
6061,596680	-92,857933
6064,288330	-92,963936
6066,979980	-92,984550
6069,671631	-93,104820
6072,363281	-93,062996
6075,054932	-92,360809
6077,746582	-91,896454
6080,438232	-92,611458
6083,129883	-92,139366
6085,821533	-93,039719
6088,513184	-92,997299
6091,204834	-92,350273
6093,896484	-93,041809
6096,588135	-93,150963
6099,279785	-94,196709
6101,971436	-93,019409
6104,663086	-93,095261
6107,354736	-93,006592
6110,046387	-93,405167
6112,738037	-93,930748
6115,429688	-93,321579
6118,121338	-92,248680
6120,812988	-91,987732
6123,504639	-92,840912
6126,196289	-93,001297
6128,887939	-92,431824
6131,579590	-92,863289
6134,271240	-93,804832
6136,962891	-93,579437
6139,654541	-93,287560
6142,346191	-92,472084
6145,037842	-92,321060
6147,729492	-92,819931
6150,421143	-93,177200
6153,112793	-91,583847
6155,804443	-91,202034
6158,496094	-91,831642
6161,187744	-92,482224
6163,879395	-92,386818
6166,571045	-92,640427
6169,262695	-92,145218
6171,954346	-92,527985
6174,645996	-92,221107
6177,337646	-91,842857
6180,029297	-93,476685
6182,720947	-93,319725
6185,412598	-93,947250
6188,104248	-95,086761
6190,795898	-94,263641
6193,487549	-93,651428
6196,179199	-93,659737
6198,870850	-92,697983
6201,562500	-93,032463
6204,254150	-93,502022
6206,945801	-93,468117
6209,637451	-93,181236
6212,329102	-93,049515
6215,020752	-92,211967
6217,712402	-92,959061
6220,404053	-92,971474
6223,095703	-93,115402
6225,787354	-93,144409
6228,479004	-92,950241
6231,170654	-92,902885
6233,862305	-93,483055
6236,553955	-93,509102
6239,245605	-91,981194
6241,937256	-93,239113
6244,628906	-93,884941
6247,320557	-92,963982
6250,012207	-93,547775
6252,703857	-92,094246
6255,395508	-92,646507
6258,087158	-93,635529
6260,778809	-92,952484
6263,470459	-93,102600
6266,162109	-92,609062
6268,853760	-91,803589
6271,545410	-91,863907
6274,237061	-92,433815
6276,928711	-92,946144
6279,620361	-94,105576
6282,312012	-92,026184
6285,003662	-92,251892
6287,695313	-93,173523
6290,386963	-91,995766
6293,078613	-92,439476
6295,770264	-92,800652
6298,461914	-91,683006
6301,153564	-92,430901
6303,845215	-92,243561
6306,536865	-91,510574
6309,228516	-92,052452
6311,920166	-93,856476
6314,611816	-93,682343
6317,303467	-93,771484
6319,995117	-92,841766
6322,686768	-92,117386
6325,378418	-92,234322
6328,070068	-92,266403
6330,761719	-93,067139
6333,453369	-93,002159
6336,145020	-93,291862
6338,836670	-92,836983
6341,528320	-92,896767
6344,219971	-94,482269
6346,911621	-93,146500
6349,603271	-92,369591
6352,294922	-92,052742
6354,986572	-93,658325
6357,678223	-93,193192
6360,369873	-92,020668
6363,061523	-90,899254
6365,753174	-92,376175
6368,444824	-92,885254
6371,136475	-91,351227
6373,828125	-92,054955
6376,519775	-94,035324
6379,211426	-94,004417
6381,903076	-93,073166
6384,594727	-93,405968
6387,286377	-92,541962
6389,978027	-92,456215
6392,669678	-92,039299
6395,361328	-92,547546
6398,052979	-91,849113
6400,744629	-92,325653
6403,436279	-93,103409
6406,127930	-94,513290
6408,819580	-93,971748
6411,511230	-94,098633
6414,202881	-93,853218
6416,894531	-93,991035
6419,586182	-94,097435
6422,277832	-93,277222
6424,969482	-92,462204
6427,661133	-91,663193
6430,352783	-92,600677
6433,044434	-93,835777
6435,736084	-92,728004
6438,427734	-92,840012
6441,119385	-92,602165
6443,811035	-92,379135
6446,502686	-94,130005
6449,194336	-93,643433
6451,885986	-92,087212
6454,577637	-91,899025
6457,269287	-93,317642
6459,960938	-93,810104
6462,652588	-93,979340
6465,344238	-93,170448
6468,035889	-91,776779
6470,727539	-93,542755
6473,419189	-94,710281
6476,110840	-95,011803
6478,802490	-93,701965
6481,494141	-92,509560
6484,185791	-92,583893
6486,877441	-93,440331
6489,569092	-94,931374
6492,260742	-93,132927
6494,952393	-93,731201
6497,644043	-91,875977
6500,335693	-91,533150
6503,027344	-93,464897
6505,718994	-93,605118
6508,410645	-92,625984
6511,102295	-92,075821
6513,793945	-92,827179
6516,485596	-93,569527
6519,177246	-91,749672
6521,868896	-92,265167
6524,560547	-93,491585
6527,252197	-93,960434
6529,943848	-92,787231
6532,635498	-92,050537
6535,327148	-92,850067
6538,018799	-93,561073
6540,710449	-93,882484
6543,402100	-94,140915
6546,093750	-93,806358
6548,785400	-93,550697
6551,477051	-93,753296
6554,168701	-91,665947
6556,860352	-92,445694
6559,552002	-93,227928
6562,243652	-92,346504
6564,935303	-92,122597
6567,626953	-92,407028
6570,318604	-92,239265
6573,010254	-92,494781
6575,701904	-91,431519
6578,393555	-93,391296
6581,085205	-92,826973
6583,776855	-92,516136
6586,468506	-93,645599
6589,160156	-94,737671
6591,851807	-93,757217
6594,543457	-92,737335
6597,235107	-92,422867
6599,926758	-93,973854
6602,618408	-94,370575
6605,310059	-93,841721
6608,001709	-92,573616
6610,693359	-91,889008
6613,385010	-93,264595
6616,076660	-91,445496
6618,768311	-91,664810
6621,459961	-91,969200
6624,151611	-93,290428
6626,843262	-93,140259
6629,534912	-92,945244
6632,226563	-93,233772
6634,918213	-94,051163
6637,609863	-93,422928
6640,301514	-93,485901
6642,993164	-94,380829
6645,684814	-94,232941
6648,376465	-95,114403
6651,068115	-94,270683
6653,759766	-94,300041
6656,451416	-93,940269
6659,143066	-93,029602
6661,834717	-92,269592
6664,526367	-91,915222
6667,218018	-92,716148
6669,909668	-92,658813
6672,601318	-92,496582
6675,292969	-93,225433
6677,984619	-93,590813
6680,676270	-93,633507
6683,367920	-92,982971
6686,059570	-91,927185
6688,751221	-92,035751
6691,442871	-93,700172
6694,134521	-93,161392
6696,826172	-92,235138
6699,517822	-92,300179
6702,209473	-92,850372
6704,901123	-93,364998
6707,592773	-95,493950
6710,284424	-92,473488
6712,976074	-91,377167
6715,667725	-92,572426
6718,359375	-93,699852
6721,051025	-93,878944
6723,742676	-93,560867
6726,434326	-93,016609
6729,125977	-91,059715
6731,817627	-91,630974
6734,509277	-93,191963
6737,200928	-93,926094
6739,892578	-94,281898
6742,584229	-93,391602
6745,275879	-92,383606
6747,967529	-92,431084
6750,659180	-93,338997
6753,350830	-92,246727
6756,042480	-92,374519
6758,734131	-91,389740
6761,425781	-92,730522
6764,117432	-95,242142
6766,809082	-94,446167
6769,500732	-93,420441
6772,192383	-93,240097
6774,884033	-93,268600
6777,575684	-93,978333
6780,267334	-93,986824
6782,958984	-94,947632
6785,650635	-94,983765
6788,342285	-92,787872
6791,033936	-92,395233
6793,725586	-93,463028
6796,417236	-92,525375
6799,108887	-92,662064
6801,800537	-92,405685
6804,492188	-92,592300
6807,183838	-94,241867
6809,875488	-94,018814
6812,567139	-93,353622
6815,258789	-93,784462
6817,950439	-93,160789
6820,642090	-91,163956
6823,333740	-92,633591
6826,025391	-92,525139
6828,717041	-92,117615
6831,408691	-94,022041
6834,100342	-94,461906
6836,791992	-94,310547
6839,483643	-92,859879
6842,175293	-93,219276
6844,866943	-93,306679
6847,558594	-92,366966
6850,250244	-92,070511
6852,941895	-93,171371
6855,633545	-93,289795
6858,325195	-92,342804
6861,016846	-92,484932
6863,708496	-92,613632
6866,400146	-92,585892
6869,091797	-93,987045
6871,783447	-94,367928
6874,475098	-92,763702
6877,166748	-92,114510
6879,858398	-92,741669
6882,550049	-92,575706
6885,241699	-93,078354
6887,933350	-93,274513
6890,625000	-92,439621
6893,316650	-91,892960
6896,008301	-94,877228
6898,699951	-95,190910
6901,391602	-94,007912
6904,083252	-92,983681
6906,774902	-94,444344
6909,466553	-94,244736
6912,158203	-93,589882
6914,849854	-93,153801
6917,541504	-92,381058
6920,233154	-91,597046
6922,924805	-92,755997
6925,616455	-92,506783
6928,308105	-91,099052
6930,999756	-92,372223
6933,691406	-93,517662
6936,383057	-93,948372
6939,074707	-93,880714
6941,766357	-94,257263
6944,458008	-93,925133
6947,149658	-92,902359
6949,841309	-93,535332
6952,532959	-92,722488
6955,224609	-93,278831
6957,916260	-94,349808
6960,607910	-93,948311
6963,299561	-93,210159
6965,991211	-91,935448
6968,682861	-93,239326
6971,374512	-93,508842
6974,066162	-94,218544
6976,757813	-94,120224
6979,449463	-94,414284
6982,141113	-94,740944
6984,832764	-93,507187
6987,524414	-93,437012
6990,216064	-93,197411
6992,907715	-92,547287
6995,599365	-93,282364
6998,291016	-94,055641
7000,982666	-93,546898
7003,674316	-92,312096
7006,365967	-93,543388
7009,057617	-94,076729
7011,749268	-92,565598
7014,440918	-92,618828
7017,132568	-93,536102
7019,824219	-92,883057
7022,515869	-92,077698
7025,207520	-92,538086
7027,899170	-93,620941
7030,590820	-93,215477
7033,282471	-92,281357
7035,974121	-93,275093
7038,665771	-93,032265
7041,357422	-93,917587
7044,049072	-94,259918
7046,740723	-93,331459
7049,432373	-92,775482
7052,124023	-93,670647
7054,815674	-92,847832
7057,507324	-92,998909
7060,198975	-93,646759
7062,890625	-91,917168
7065,582275	-92,414665
7068,273926	-92,765907
7070,965576	-92,296158
7073,657227	-92,945969
7076,348877	-93,752174
7079,040527	-92,842461
7081,732178	-93,220261
7084,423828	-93,071259
7087,115479	-93,565758
7089,807129	-92,519035
7092,498779	-92,520874
7095,190430	-94,242767
7097,882080	-94,129135
7100,573730	-93,526894
7103,265381	-93,280693
7105,957031	-93,141457
7108,648682	-93,559059
7111,340332	-93,734688
7114,031982	-92,604645
7116,723633	-94,170067
7119,415283	-93,222954
7122,106934	-93,637985
7124,798584	-92,242508
7127,490234	-91,956398
7130,181885	-93,809998
7132,873535	-94,054825
7135,565186	-93,668022
7138,256836	-92,903679
7140,948486	-92,874657
7143,640137	-92,687508
7146,331787	-91,815598
7149,023438	-92,714493
7151,715088	-93,174591
7154,406738	-91,627853
7157,098389	-91,924759
7159,790039	-92,595955
7162,481689	-93,161285
7165,173340	-93,334084
7167,864990	-93,859573
7170,556641	-93,604057
7173,248291	-92,511642
7175,939941	-92,823967
7178,631592	-93,187790
7181,323242	-94,471031
7184,014893	-93,929840
7186,706543	-92,872902
7189,398193	-93,418388
7192,089844	-92,616226
7194,781494	-92,523254
7197,473145	-93,580887
7200,164795	-95,274307
7202,856445	-94,260788
7205,548096	-93,729683
7208,239746	-93,296394
7210,931396	-92,524834
7213,623047	-92,601639
7216,314697	-93,584023
7219,006348	-93,596321
7221,697998	-94,496361
7224,389648	-94,009796
7227,081299	-92,721153
7229,772949	-92,674843
7232,464600	-93,144096
7235,156250	-94,568825
7237,847900	-94,172485
7240,539551	-93,811707
7243,231201	-95,396805
7245,922852	-94,162056
7248,614502	-93,497986
7251,306152	-92,589127
7253,997803	-93,794022
7256,689453	-93,541573
7259,381104	-92,514320
7262,072754	-93,026543
7264,764404	-93,947227
7267,456055	-94,041222
7270,147705	-94,429214
7272,839355	-94,621796
7275,531006	-95,582497
7278,222656	-96,484711
7280,914307	-94,806541
7283,605957	-93,140732
7286,297607	-93,019249
7288,989258	-94,372070
7291,680908	-94,493484
7294,372559	-94,249252
7297,064209	-92,788635
7299,755859	-93,734825
7302,447510	-94,051338
7305,139160	-93,799385
7307,830811	-93,555557
7310,522461	-94,681862
7313,214111	-94,991272
7315,905762	-93,564957
7318,597412	-93,324883
7321,289063	-92,759407
7323,980713	-91,931648
7326,672363	-91,595642
7329,364014	-91,926231
7332,055664	-91,714035
7334,747314	-91,858620
7337,438965	-92,429779
7340,130615	-94,101936
7342,822266	-94,698006
7345,513916	-93,559097
7348,205566	-93,190605
7350,897217	-92,072739
7353,588867	-92,455299
7356,280518	-93,212234
7358,972168	-94,905579
7361,663818	-93,731674
7364,355469	-93,431946
7367,047119	-92,775856
7369,738770	-93,766624
7372,430420	-94,470062
7375,122070	-93,293869
7377,813721	-92,025307
7380,505371	-92,474464
7383,197021	-92,468117
7385,888672	-93,289406
7388,580322	-95,053032
7391,271973	-95,399925
7393,963623	-94,370201
7396,655273	-93,578819
7399,346924	-93,059898
7402,038574	-92,989578
7404,730225	-94,544525
7407,421875	-94,115479
7410,113525	-93,226166
7412,805176	-92,791779
7415,496826	-92,897232
7418,188477	-94,237541
7420,880127	-93,476402
7423,571777	-93,531975
7426,263428	-93,526390
7428,955078	-93,546471
7431,646729	-93,294685
7434,338379	-93,450844
7437,030029	-93,725685
7439,721680	-93,400337
7442,413330	-93,872231
7445,104980	-94,746773
7447,796631	-94,072884
7450,488281	-93,743477
7453,179932	-94,749550
7455,871582	-94,720840
7458,563232	-93,057419
7461,254883	-92,591339
7463,946533	-94,150070
7466,638184	-94,596107
7469,329834	-93,578606
7472,021484	-93,351006
7474,713135	-93,610298
7477,404785	-93,354843
7480,096436	-92,162804
7482,788086	-93,029938
7485,479736	-94,341194
7488,171387	-95,057701
7490,863037	-93,899910
7493,554688	-94,329521
7496,246338	-93,629242
7498,937988	-94,113922
7501,629639	-93,700371
7504,321289	-92,948181
7507,012939	-93,365105
7509,704590	-92,897705
7512,396240	-94,617119
7515,087891	-93,044029
7517,779541	-92,483032
7520,471191	-93,644218
7523,162842	-93,316788
7525,854492	-92,333878
7528,546143	-91,737144
7531,237793	-93,511223
7533,929443	-93,672417
7536,621094	-93,425911
7539,312744	-94,365761
7542,004395	-95,277573
7544,696045	-94,602402
7547,387695	-95,861122
7550,079346	-93,585487
7552,770996	-92,398041
7555,462646	-93,019363
7558,154297	-94,797539
7560,845947	-93,688324
7563,537598	-92,568260
7566,229248	-91,873489
7568,920898	-93,174843
7571,612549	-94,451431
7574,304199	-92,352066
7576,995850	-91,884583
7579,687500	-92,508377
7582,379150	-93,996834
7585,070801	-94,074593
7587,762451	-93,875099
7590,454102	-93,346916
7593,145752	-93,323303
7595,837402	-93,748039
7598,529053	-93,050980
7601,220703	-92,411690
7603,912354	-93,604057
7606,604004	-93,165802
7609,295654	-93,147865
7611,987305	-96,149010
7614,678955	-93,755028
7617,370605	-93,278542
7620,062256	-92,667595
7622,753906	-93,267670
7625,445557	-92,046028
7628,137207	-93,531166
7630,828857	-93,751579
7633,520508	-93,263962
7636,212158	-93,294556
7638,903809	-94,263939
7641,595459	-93,890762
7644,287109	-95,079453
7646,978760	-93,700630
7649,670410	-92,419899
7652,362061	-92,460915
7655,053711	-93,284515
7657,745361	-92,466003
7660,437012	-92,143509
7663,128662	-93,693031
7665,820313	-93,845825
7668,511963	-94,280190
7671,203613	-93,287376
7673,895264	-93,978752
7676,586914	-94,796089
7679,278564	-94,245789
7681,970215	-93,923248
7684,661865	-93,882217
7687,353516	-92,331352
7690,045166	-91,554276
7692,736816	-94,872421
7695,428467	-94,336441
7698,120117	-95,028946
7700,811768	-94,925926
7703,503418	-94,939850
7706,195068	-95,114075
7708,886719	-94,161789
7711,578369	-93,369461
7714,270020	-92,751244
7716,961670	-93,408630
7719,653320	-94,018227
7722,344971	-93,239120
7725,036621	-93,373489
7727,728271	-93,650162
7730,419922	-94,089096
7733,111572	-93,861717
7735,803223	-94,601532
7738,494873	-93,944412
7741,186523	-93,732422
7743,878174	-93,471077
7746,569824	-92,607765
7749,261475	-91,819397
7751,953125	-92,706253
7754,644775	-94,078522
7757,336426	-94,932335
7760,028076	-92,273277
7762,719727	-92,279732
7765,411377	-94,078041
7768,103027	-94,094017
7770,794678	-94,024109
7773,486328	-93,522156
7776,177979	-92,375214
7778,869629	-92,180382
7781,561279	-92,449722
7784,252930	-93,068756
7786,944580	-91,625977
7789,636230	-91,867920
7792,327881	-92,666985
7795,019531	-93,923225
7797,711182	-95,529205
7800,402832	-92,641808
7803,094482	-93,431595
7805,786133	-93,852776
7808,477783	-93,850380
7811,169434	-93,475571
7813,861084	-93,674599
7816,552734	-93,731689
7819,244385	-94,052650
7821,936035	-93,935913
7824,627686	-94,242104
7827,319336	-93,581825
7830,010986	-93,506790
7832,702637	-93,479004
7835,394287	-93,731682
7838,085938	-94,200378
7840,777588	-93,876160
7843,469238	-93,847809
7846,160889	-93,157448
7848,852539	-92,319061
7851,544189	-92,857292
7854,235840	-94,349762
7856,927490	-94,522644
7859,619141	-94,288498
7862,310791	-93,234489
7865,002441	-92,724274
7867,694092	-94,157005
7870,385742	-93,881378
7873,077393	-93,624947
7875,769043	-93,285637
7878,460693	-93,907669
7881,152344	-94,127914
7883,843994	-94,401482
7886,535645	-94,209488
7889,227295	-93,764114
7891,918945	-93,474808
7894,610596	-93,529594
7897,302246	-92,822403
7899,993896	-92,828339
7902,685547	-93,649582
7905,377197	-94,326782
7908,068848	-94,949242
7910,760498	-94,739082
7913,452148	-93,642746
7916,143799	-93,117157
7918,835449	-92,480774
7921,527100	-92,498367
7924,218750	-93,036949
7926,910400	-93,194786
7929,602051	-93,283607
7932,293701	-94,525604
7934,985352	-95,858116
7937,677002	-93,997055
7940,368652	-93,040565
7943,060303	-93,939369
7945,751953	-93,625877
7948,443604	-92,574585
7951,135254	-93,425674
7953,826904	-93,823120
7956,518555	-94,397240
7959,210205	-92,639877
7961,901855	-95,351532
7964,593506	-94,331841
7967,285156	-93,456985
7969,976807	-93,333229
7972,668457	-93,426422
7975,360107	-94,210709
7978,051758	-93,576881
7980,743408	-94,453949
7983,435059	-92,920998
7986,126709	-92,461166
7988,818359	-93,173347
7991,510010	-92,593826
7994,201660	-92,332809
7996,893311	-93,265121
7999,584961	-93,858406
8002,276611	-94,212006
8004,968262	-94,582695
8007,659912	-92,995438
8010,351563	-93,450058
8013,043213	-93,575432
8015,734863	-93,004768
8018,426514	-93,856445
8021,118164	-95,597206
8023,809814	-94,635284
8026,501465	-93,512405
8029,193115	-94,073410
8031,884766	-93,576675
8034,576416	-93,549858
8037,268066	-94,442856
8039,959717	-94,271439
8042,651367	-94,714653
8045,343018	-95,705040
8048,034668	-95,563995
8050,726318	-93,195534
8053,417969	-93,561111
8056,109619	-93,997208
8058,801270	-94,155144
8061,492920	-95,069221
8064,184570	-93,922478
8066,876221	-93,519501
8069,567871	-93,369804
8072,259521	-91,832870
8074,951172	-93,056419
8077,642822	-93,577675
8080,334473	-93,599564
8083,026123	-94,262436
8085,717773	-93,958260
8088,409424	-93,430786
8091,101074	-93,389084
8093,792725	-93,892662
8096,484375	-92,755302
8099,176025	-91,939934
8101,867676	-93,849586
8104,559326	-93,349854
8107,250977	-93,014221
8109,942627	-94,794662
8112,634277	-94,506424
8115,325928	-94,197083
8118,017578	-93,428825
8120,709229	-93,518723
8123,400879	-95,446632
8126,092529	-94,742027
8128,784180	-94,909241
8131,475830	-96,220978
8134,167480	-94,146721
8136,859131	-94,260483
8139,550781	-94,348007
8142,242432	-93,700172
8144,934082	-92,113998
8147,625732	-93,385170
8150,317383	-94,233162
8153,009033	-93,512589
8155,700684	-92,706406
8158,392334	-93,892654
8161,083984	-95,056320
8163,775635	-94,243790
8166,467285	-94,017639
8169,158936	-95,137215
8171,850586	-93,856071
8174,542236	-93,202614
8177,233887	-94,639282
8179,925537	-95,228752
8182,617188	-94,284393
8185,308838	-94,097725
8188,000488	-93,528900
8190,692139	-94,442505
8193,383789	-94,028900
8196,075439	-94,247177
8198,767090	-93,417015
8201,458740	-93,165825
8204,150391	-93,946587
8206,842041	-94,925171
8209,533691	-93,816597
8212,225342	-93,543083
8214,916992	-93,337990
8217,608643	-93,640038
8220,300293	-93,439423
8222,991943	-93,419716
8225,683594	-94,350479
8228,375244	-93,746880
8231,066895	-94,303436
8233,758545	-93,179192
8236,450195	-94,140121
8239,141846	-94,997154
8241,833496	-93,272575
8244,525146	-93,724297
8247,216797	-94,637299
8249,908447	-93,845703
8252,600098	-93,512489
8255,291748	-94,155373
8257,983398	-93,027328
8260,675049	-92,736908
8263,366699	-92,851723
8266,058350	-93,788933
8268,750000	-94,107971
8271,441650	-93,079872
8274,133301	-94,610825
8276,824951	-94,595016
8279,516602	-93,270973
8282,208252	-94,190933
8284,899902	-95,056961
8287,591553	-94,543854
8290,283203	-92,974663
8292,974854	-94,044121
8295,666504	-93,269722
8298,358154	-93,905571
8301,049805	-94,851021
8303,741455	-94,145180
8306,433105	-94,335594
8309,124756	-94,004044
8311,816406	-93,139442
8314,508057	-93,945969
8317,199707	-94,245186
8319,891357	-93,813065
8322,583008	-93,679108
8325,274658	-93,367744
8327,966309	-94,328697
8330,657959	-93,313080
8333,349609	-93,367462
8336,041260	-94,031303
8338,732910	-93,181091
8341,424561	-94,171127
8344,116211	-95,156364
8346,807861	-93,642830
8349,499512	-92,275124
8352,191162	-93,729584
8354,882813	-93,771919
8357,574463	-94,697289
8360,266113	-94,481003
8362,957764	-93,049454
8365,649414	-92,205696
8368,341064	-92,112999
8371,032715	-93,744537
8373,724365	-93,809273
8376,416016	-92,671082
8379,107666	-93,376099
8381,799316	-94,069984
8384,490967	-93,851501
8387,182617	-93,712799
8389,874268	-94,273643
8392,565918	-94,425583
8395,257568	-94,458542
8397,949219	-95,047737
8400,640869	-94,422676
8403,332520	-94,450539
8406,024170	-94,165268
8408,715820	-95,343002
8411,407471	-93,769455
8414,099121	-94,523628
8416,790771	-94,277992
8419,482422	-93,182358
8422,174072	-92,922813
8424,865723	-93,342049
8427,557373	-92,871849
8430,249023	-92,954445
8432,940674	-94,259102
8435,632324	-94,833649
8438,323975	-95,109222
8441,015625	-95,702660
8443,707275	-94,444077
8446,398926	-93,190826
8449,090576	-93,757469
8451,782227	-94,045494
8454,473877	-94,337364
8457,165527	-94,045769
8459,857178	-94,534073
8462,548828	-94,912811
8465,240479	-96,176056
8467,932129	-93,941452
8470,623779	-93,501678
8473,315430	-93,322319
8476,007080	-93,703476
8478,698730	-94,480553
8481,390381	-93,852112
8484,082031	-94,831505
8486,773682	-93,961601
8489,465332	-93,761871
8492,156982	-93,128960
8494,848633	-92,762764
8497,540283	-93,888000
8500,231934	-95,540100
8502,923584	-94,611221
8505,615234	-93,607712
8508,306885	-92,579895
8510,998535	-92,689087
8513,690186	-93,550476
8516,381836	-93,828339
8519,073486	-94,112144
8521,765137	-93,163895
8524,456787	-93,385635
8527,148438	-93,403244
8529,840088	-94,322662
8532,531738	-94,866974
8535,223389	-94,483192
8537,915039	-94,878891
8540,606689	-94,154755
8543,298340	-93,212692
8545,989990	-95,122765
8548,681641	-95,546875
8551,373291	-95,673683
8554,064941	-95,551941
8556,756592	-95,240028
8559,448242	-93,676529
8562,139893	-93,691544
8564,831543	-94,263336
8567,523193	-94,494347
8570,214844	-94,483421
8572,906494	-93,696457
8575,598145	-93,081131
8578,289795	-92,938568
8580,981445	-94,329811
8583,673096	-96,133698
8586,364746	-95,957924
8589,056396	-93,016670
8591,748047	-93,706352
8594,439697	-92,970474
8597,131348	-93,724213
8599,822998	-94,415833
8602,514648	-93,713821
8605,206299	-93,317245
8607,897949	-93,275208
8610,589600	-94,362213
8613,281250	-94,916801
8615,972900	-95,914688
8618,664551	-95,944397
8621,356201	-94,121330
8624,047852	-94,727783
8626,739502	-94,469307
8629,431152	-94,521469
8632,122803	-94,090942
8634,814453	-93,777428
8637,506104	-93,743484
8640,197754	-93,198730
8642,889404	-94,976685
8645,581055	-93,975136
8648,272705	-93,573311
8650,964355	-94,957268
8653,656006	-94,433128
8656,347656	-94,956352
8659,039307	-94,383156
8661,730957	-93,488541
8664,422607	-94,834068
8667,114258	-94,640671
8669,805908	-94,277626
8672,497559	-93,982635
8675,189209	-93,977928
8677,880859	-94,357986
8680,572510	-94,867844
8683,264160	-94,122025
8685,955811	-94,348640
8688,647461	-93,890266
8691,339111	-92,760185
8694,030762	-94,194168
8696,722412	-93,934044
8699,414063	-93,368759
8702,105713	-94,042099
8704,797363	-93,453072
8707,489014	-93,518127
8710,180664	-94,260727
8712,872314	-93,824203
8715,563965	-93,655457
8718,255615	-95,015633
8720,947266	-95,844780
8723,638916	-94,448448
8726,330566	-93,547134
8729,022217	-93,821060
8731,713867	-94,132820
8734,405518	-94,324425
8737,097168	-93,673882
8739,788818	-93,340836
8742,480469	-93,134331
8745,172119	-94,883438
8747,863770	-95,574409
8750,555420	-95,787621
8753,247070	-94,778252
8755,938721	-94,681435
8758,630371	-95,920670
8761,322021	-95,615906
8764,013672	-95,278709
8766,705322	-95,466759
8769,396973	-94,016739
8772,088623	-94,168434
8774,780273	-94,753143
8777,471924	-95,032303
8780,163574	-94,955978
8782,855225	-93,726089
8785,546875	-94,004349
8788,238525	-95,695145
8790,930176	-94,953979
8793,621826	-94,654732
8796,313477	-94,017242
8799,005127	-92,741577
8801,696777	-93,261719
8804,388428	-95,251183
8807,080078	-94,874542
8809,771729	-93,806084
8812,463379	-93,363419
8815,155029	-94,939301
8817,846680	-94,504845
8820,538330	-93,632904
8823,229980	-95,458809
8825,921631	-95,228012
8828,613281	-94,388992
8831,304932	-94,544395
8833,996582	-95,256752
8836,688232	-95,057602
8839,379883	-94,281906
8842,071533	-94,084290
8844,763184	-94,264900
8847,454834	-94,968246
8850,146484	-94,349327
8852,838135	-93,602554
8855,529785	-93,574272
8858,221436	-94,128792
8860,913086	-95,226082
8863,604736	-93,452385
8866,296387	-93,860306
8868,988037	-94,562057
8871,679688	-94,643326
8874,371338	-92,955338
8877,062988	-94,370232
8879,754639	-95,064018
8882,446289	-95,487534
8885,137939	-94,735893
8887,829590	-94,786949
8890,521240	-95,298622
8893,212891	-94,740631
8895,904541	-95,196655
8898,596191	-94,474312
8901,287842	-94,727547
8903,979492	-94,312935
8906,671143	-93,871872
8909,362793	-93,197914
8912,054443	-94,782623
8914,746094	-93,205429
8917,437744	-92,613701
8920,129395	-94,684715
8922,821045	-96,070900
8925,512695	-95,815277
8928,204346	-95,065056
8930,895996	-93,768982
8933,587646	-93,875549
8936,279297	-95,465996
8938,970947	-95,205414
8941,662598	-94,234886
8944,354248	-94,918327
8947,045898	-94,711823
8949,737549	-93,994843
8952,429199	-93,839439
8955,120850	-94,294464
8957,812500	-94,491989
8960,504150	-94,280846
8963,195801	-94,946579
8965,887451	-95,297607
8968,579102	-96,173798
8971,270752	-94,664658
8973,962402	-93,962662
8976,654053	-94,027008
8979,345703	-94,405899
8982,037354	-95,032021
8984,729004	-95,818100
