Fréquence (Hz)	Niveau (dB)
5571,716309	-92,816582
5574,407959	-94,444168
5577,099609	-93,725662
5579,791260	-91,458366
5582,482910	-92,002838
5585,174561	-92,667671
5587,866211	-93,992325
5590,557861	-93,254280
5593,249512	-91,161507
5595,941162	-90,757591
5598,632813	-92,642319
5601,324463	-92,983521
5604,016113	-92,967537
5606,707764	-92,504509
5609,399414	-92,858803
5612,091064	-92,955109
5614,782715	-91,694298
5617,474365	-91,880379
5620,166016	-91,990440
5622,857666	-89,551163
5625,549316	-89,452492
5628,240967	-92,888733
5630,932617	-93,571609
5633,624268	-92,562988
5636,315918	-94,561470
5639,007568	-94,299126
5641,699219	-91,386757
5644,390869	-92,444801
5647,082520	-94,607758
5649,774170	-93,772079
5652,465820	-92,521965
5655,157471	-92,459167
5657,849121	-91,220009
5660,540771	-90,641235
5663,232422	-89,660545
5665,924072	-91,555717
5668,615723	-91,756485
5671,307373	-93,092010
5673,999023	-93,571602
5676,690674	-94,957062
5679,382324	-94,641411
5682,073975	-93,524300
5684,765625	-93,299629
5687,457275	-92,320885
5690,148926	-92,858559
5692,840576	-92,999481
5695,532227	-92,084145
5698,223877	-92,387405
5700,915527	-92,313377
5703,607178	-93,272385
5706,298828	-93,344452
5708,990479	-93,279121
5711,682129	-93,686447
5714,373779	-93,774651
5717,065430	-91,981483
5719,757080	-91,031853
5722,448730	-91,522820
5725,140381	-91,915382
5727,832031	-91,891335
5730,523682	-92,214577
5733,215332	-93,652168
5735,906982	-93,577492
5738,598633	-93,071419
5741,290283	-93,754456
5743,981934	-94,865028
5746,673584	-94,394081
5749,365234	-94,749420
5752,056885	-93,698853
5754,748535	-93,852089
5757,440186	-91,771217
5760,131836	-93,477348
5762,823486	-94,823166
5765,515137	-91,726051
5768,206787	-92,039032
5770,898438	-91,963074
5773,590088	-92,540871
5776,281738	-91,781769
5778,973389	-90,637146
5781,665039	-91,905930
5784,356689	-91,796318
5787,048340	-90,942101
5789,739990	-91,345795
5792,431641	-92,567703
5795,123291	-93,458778
5797,814941	-95,189575
5800,506592	-94,175316
5803,198242	-91,758118
5805,889893	-90,641670
5808,581543	-90,644005
5811,273193	-90,906509
5813,964844	-92,825371
5816,656494	-93,135941
5819,348145	-93,150146
5822,039795	-91,916138
5824,731445	-90,004471
5827,423096	-90,167267
5830,114746	-90,874184
5832,806396	-93,411118
5835,498047	-94,717247
5838,189697	-93,360291
5840,881348	-93,662292
5843,572998	-92,013901
5846,264648	-92,031334
5848,956299	-93,306557
5851,647949	-93,406189
5854,339600	-92,734634
5857,031250	-92,448059
5859,722900	-91,220619
5862,414551	-91,642654
5865,106201	-92,750511
5867,797852	-91,445618
5870,489502	-91,376038
5873,181152	-91,264572
5875,872803	-91,197906
5878,564453	-90,615005
5881,256104	-90,360664
5883,947754	-91,263893
5886,639404	-93,067307
5889,331055	-92,728485
5892,022705	-92,721321
5894,714355	-93,086067
5897,406006	-94,501236
5900,097656	-93,667480
5902,789307	-93,136856
5905,480957	-91,932343
5908,172607	-92,006111
5910,864258	-93,453255
5913,555908	-92,412926
5916,247559	-92,008415
5918,939209	-92,493591
5921,630859	-93,210632
5924,322510	-92,761818
5927,014160	-91,926750
5929,705811	-91,698387
5932,397461	-92,323669
5935,089111	-92,177086
5937,780762	-92,363937
5940,472412	-92,897141
5943,164063	-92,681198
5945,855713	-93,050102
5948,547363	-93,663269
5951,239014	-94,049057
5953,930664	-93,382416
5956,622314	-92,271690
5959,313965	-91,803909
5962,005615	-91,714859
5964,697266	-94,002861
5967,388916	-90,982826
5970,080566	-91,169792
5972,772217	-93,335213
5975,463867	-92,653885
5978,155518	-93,036148
5980,847168	-92,374466
5983,538818	-93,349861
5986,230469	-91,510658
5988,922119	-91,346107
5991,613770	-92,720322
5994,305420	-92,561134
5996,997070	-92,986946
5999,688721	-93,489143
6002,380371	-92,930588
6005,072021	-92,827782
6007,763672	-93,109276
6010,455322	-93,194626
6013,146973	-94,100410
6015,838623	-92,269127
6018,530273	-92,063652
6021,221924	-93,004517
6023,913574	-94,044563
6026,605225	-92,840904
6029,296875	-92,194115
6031,988525	-93,411407
6034,680176	-91,538048
6037,371826	-92,053261
6040,063477	-92,800766
6042,755127	-93,187950
6045,446777	-94,648552
6048,138428	-93,620110
6050,830078	-91,614235
6053,521729	-92,273941
6056,213379	-91,381920
6058,905029	-91,086975
6061,596680	-92,220184
6064,288330	-92,840111
6066,979980	-92,725159
6069,671631	-93,956009
6072,363281	-94,779060
6075,054932	-93,432663
6077,746582	-92,949982
6080,438232	-94,463814
6083,129883	-92,750305
6085,821533	-92,959190
6088,513184	-92,003235
6091,204834	-92,204735
6093,896484	-93,050362
6096,588135	-92,439972
6099,279785	-92,868721
6101,971436	-92,387001
6104,663086	-93,651733
6107,354736	-92,586533
6110,046387	-93,030334
6112,738037	-90,664352
6115,429688	-90,382233
6118,121338	-91,179489
6120,812988	-91,806297
6123,504639	-93,121071
6126,196289	-91,200394
6128,887939	-91,889732
6131,579590	-91,821716
6134,271240	-92,633179
6136,962891	-91,734146
6139,654541	-90,192238
6142,346191	-91,172478
6145,037842	-92,335503
6147,729492	-92,250679
6150,421143	-94,188477
6153,112793	-92,493446
6155,804443	-92,095848
6158,496094	-91,604141
6161,187744	-92,121513
6163,879395	-92,757996
6166,571045	-94,272087
6169,262695	-93,402298
6171,954346	-92,177391
6174,645996	-93,879662
6177,337646	-93,096001
6180,029297	-91,475037
6182,720947	-91,928818
6185,412598	-93,986359
6188,104248	-94,335640
6190,795898	-92,657646
6193,487549	-92,865555
6196,179199	-92,085396
6198,870850	-92,289337
6201,562500	-93,582146
6204,254150	-94,571907
6206,945801	-93,827560
6209,637451	-92,083397
6212,329102	-92,470070
6215,020752	-91,768410
6217,712402	-92,482559
6220,404053	-91,946808
6223,095703	-92,912437
6225,787354	-92,512932
6228,479004	-91,055550
6231,170654	-91,319878
6233,862305	-91,835960
6236,553955	-92,668854
6239,245605	-92,896111
6241,937256	-92,667809
6244,628906	-91,140587
6247,320557	-91,862686
6250,012207	-92,741875
6252,703857	-91,915924
6255,395508	-92,646545
6258,087158	-92,948471
6260,778809	-91,637642
6263,470459	-91,165939
6266,162109	-91,848518
6268,853760	-91,442429
6271,545410	-92,024956
6274,237061	-93,123367
6276,928711	-93,712822
6279,620361	-93,159203
6282,312012	-93,571098
6285,003662	-93,986649
6287,695313	-94,899620
6290,386963	-92,712883
6293,078613	-93,284607
6295,770264	-94,819000
6298,461914	-93,396149
6301,153564	-92,489235
6303,845215	-91,206215
6306,536865	-90,291939
6309,228516	-91,277298
6311,920166	-92,609917
6314,611816	-93,524078
6317,303467	-95,520149
6319,995117	-93,223495
6322,686768	-94,033821
6325,378418	-93,824974
6328,070068	-91,978935
6330,761719	-91,288002
6333,453369	-92,106171
6336,145020	-93,153908
6338,836670	-94,212715
6341,528320	-93,335617
6344,219971	-93,212776
6346,911621	-92,525284
6349,603271	-91,448097
6352,294922	-93,075287
6354,986572	-92,498894
6357,678223	-91,820274
6360,369873	-92,804230
6363,061523	-92,075417
6365,753174	-91,845024
6368,444824	-94,050842
6371,136475	-94,203491
6373,828125	-91,774048
6376,519775	-92,046021
6379,211426	-92,651039
6381,903076	-92,739899
6384,594727	-93,646034
6387,286377	-93,213043
6389,978027	-94,236954
6392,669678	-91,780281
6395,361328	-90,899498
6398,052979	-92,970200
6400,744629	-94,463692
6403,436279	-94,681633
6406,127930	-93,700203
6408,819580	-93,089714
6411,511230	-92,245110
6414,202881	-92,589233
6416,894531	-93,410545
6419,586182	-93,095207
6422,277832	-90,615860
6424,969482	-91,154396
6427,661133	-92,706673
6430,352783	-92,067322
6433,044434	-93,110863
6435,736084	-93,788467
6438,427734	-92,325638
6441,119385	-93,137291
6443,811035	-93,018440
6446,502686	-93,258423
6449,194336	-93,500412
6451,885986	-91,438507
6454,577637	-90,727654
6457,269287	-93,182144
6459,960938	-94,725266
6462,652588	-93,153358
6465,344238	-92,157028
6468,035889	-92,752525
6470,727539	-94,104118
6473,419189	-94,310715
6476,110840	-92,843056
6478,802490	-92,346176
6481,494141	-92,181343
6484,185791	-93,674858
6486,877441	-93,295082
6489,569092	-91,820709
6492,260742	-93,118629
6494,952393	-94,534752
6497,644043	-92,746498
6500,335693	-92,928215
6503,027344	-95,304024
6505,718994	-94,399208
6508,410645	-93,511124
6511,102295	-95,244064
6513,793945	-95,658951
6516,485596	-92,457443
6519,177246	-92,955315
6521,868896	-92,415161
6524,560547	-92,038597
6527,252197	-93,364403
6529,943848	-93,048553
6532,635498	-92,335449
6535,327148	-92,853493
6538,018799	-92,221306
6540,710449	-92,032585
6543,402100	-91,761040
6546,093750	-90,698509
6548,785400	-91,585571
6551,477051	-92,355339
6554,168701	-91,580093
6556,860352	-91,588326
6559,552002	-91,745537
6562,243652	-91,895477
6564,935303	-91,757889
6567,626953	-93,576675
6570,318604	-94,248741
6573,010254	-94,503662
6575,701904	-93,983887
6578,393555	-92,113892
6581,085205	-91,697899
6583,776855	-92,685135
6586,468506	-93,154182
6589,160156	-93,892029
6591,851807	-92,500458
6594,543457	-92,596230
6597,235107	-93,786148
6599,926758	-92,835716
6602,618408	-92,583557
6605,310059	-93,311493
6608,001709	-91,543213
6610,693359	-92,762589
6613,385010	-93,523918
6616,076660	-93,755730
6618,768311	-93,607742
6621,459961	-92,066803
6624,151611	-91,377579
6626,843262	-91,571465
6629,534912	-91,978699
6632,226563	-93,403313
6634,918213	-94,447159
6637,609863	-92,960106
6640,301514	-92,430756
6642,993164	-92,722069
6645,684814	-92,853134
6648,376465	-93,123444
6651,068115	-91,692528
6653,759766	-91,760124
6656,451416	-93,094696
6659,143066	-93,139671
6661,834717	-92,232048
6664,526367	-93,041771
6667,218018	-93,820953
6669,909668	-93,830261
6672,601318	-91,803879
6675,292969	-91,028229
6677,984619	-93,249924
6680,676270	-94,020523
6683,367920	-92,848282
6686,059570	-93,432724
6688,751221	-92,652412
6691,442871	-91,960724
6694,134521	-92,803368
6696,826172	-91,388367
6699,517822	-91,522881
6702,209473	-93,957161
6704,901123	-93,199173
6707,592773	-93,643196
6710,284424	-93,247726
6712,976074	-93,056633
6715,667725	-92,967979
6718,359375	-94,176590
6721,051025	-92,977875
6723,742676	-93,146461
6726,434326	-92,640656
6729,125977	-93,031372
6731,817627	-91,909134
6734,509277	-92,818962
6737,200928	-93,135841
6739,892578	-94,373367
6742,584229	-92,313660
6745,275879	-91,432793
6747,967529	-93,711021
6750,659180	-92,637558
6753,350830	-93,003242
6756,042480	-92,948959
6758,734131	-93,151398
6761,425781	-93,953758
6764,117432	-94,435959
6766,809082	-93,458672
6769,500732	-91,324028
6772,192383	-93,833336
6774,884033	-94,309013
6777,575684	-93,171516
6780,267334	-91,991135
6782,958984	-91,590668
6785,650635	-92,805588
6788,342285	-92,898254
6791,033936	-94,217407
6793,725586	-93,447441
6796,417236	-93,264236
6799,108887	-93,312775
6801,800537	-93,500183
6804,492188	-91,862190
6807,183838	-93,844070
6809,875488	-93,817810
6812,567139	-93,838638
6815,258789	-94,042862
6817,950439	-91,614967
6820,642090	-92,197647
6823,333740	-92,166672
6826,025391	-91,759857
6828,717041	-93,281654
6831,408691	-93,546524
6834,100342	-94,607903
6836,791992	-92,603607
6839,483643	-92,278320
6842,175293	-93,331856
6844,866943	-92,123421
6847,558594	-92,069069
6850,250244	-92,977264
6852,941895	-92,082138
6855,633545	-91,991806
6858,325195	-92,711212
6861,016846	-93,128906
6863,708496	-92,919144
6866,400146	-93,914665
6869,091797	-93,614502
6871,783447	-93,106232
6874,475098	-92,567833
6877,166748	-92,375450
6879,858398	-91,211288
6882,550049	-92,883789
6885,241699	-92,442650
6887,933350	-93,182076
6890,625000	-92,959358
6893,316650	-93,748566
6896,008301	-93,979149
6898,699951	-92,838417
6901,391602	-91,186760
6904,083252	-93,339775
6906,774902	-92,504967
6909,466553	-93,310051
6912,158203	-93,485435
6914,849854	-94,082794
6917,541504	-95,142693
6920,233154	-96,169937
6922,924805	-94,299698
6925,616455	-94,363235
6928,308105	-92,077499
6930,999756	-91,687256
6933,691406	-92,072136
6936,383057	-91,570557
6939,074707	-91,744347
6941,766357	-92,232796
6944,458008	-92,211533
6947,149658	-90,950706
6949,841309	-92,003235
6952,532959	-91,791817
6955,224609	-91,899071
6957,916260	-93,053795
6960,607910	-94,294670
6963,299561	-91,151802
6965,991211	-93,254517
6968,682861	-94,736443
6971,374512	-93,614738
6974,066162	-92,893471
6976,757813	-94,461899
6979,449463	-94,355431
6982,141113	-93,936363
6984,832764	-92,924858
6987,524414	-93,323158
6990,216064	-93,331299
6992,907715	-94,769966
6995,599365	-93,925011
6998,291016	-94,099167
7000,982666	-93,727036
7003,674316	-94,580765
7006,365967	-95,018860
7009,057617	-92,840973
7011,749268	-92,447060
7014,440918	-93,101463
7017,132568	-93,670311
7019,824219	-93,618317
7022,515869	-93,224083
7025,207520	-91,731636
7027,899170	-92,278946
7030,590820	-93,312302
7033,282471	-93,039307
7035,974121	-94,593605
7038,665771	-92,778046
7041,357422	-93,026672
7044,049072	-92,438911
7046,740723	-92,209625
7049,432373	-92,826401
7052,124023	-92,631958
7054,815674	-92,751579
7057,507324	-96,050240
7060,198975	-94,943283
7062,890625	-94,221664
7065,582275	-94,232689
7068,273926	-92,820030
7070,965576	-93,756210
7073,657227	-93,296440
7076,348877	-92,057571
7079,040527	-91,944702
7081,732178	-92,998337
7084,423828	-95,770599
7087,115479	-94,417984
7089,807129	-93,227379
7092,498779	-93,609230
7095,190430	-92,539261
7097,882080	-92,361855
7100,573730	-93,201477
7103,265381	-94,744003
7105,957031	-93,474358
7108,648682	-91,829849
7111,340332	-93,524208
7114,031982	-92,328117
7116,723633	-91,493881
7119,415283	-92,966537
7122,106934	-94,625061
7124,798584	-93,189522
7127,490234	-93,209740
7130,181885	-92,521873
7132,873535	-93,459457
7135,565186	-91,211830
7138,256836	-89,477547
7140,948486	-90,977676
7143,640137	-93,250664
7146,331787	-93,111885
7149,023438	-92,992355
7151,715088	-93,633194
7154,406738	-93,584534
7157,098389	-90,810585
7159,790039	-91,801712
7162,481689	-93,996597
7165,173340	-93,876846
7167,864990	-92,558731
7170,556641	-93,401848
7173,248291	-95,233887
7175,939941	-94,845543
7178,631592	-95,632828
7181,323242	-95,326958
7184,014893	-94,458618
7186,706543	-93,122299
7189,398193	-91,431641
7192,089844	-91,547607
7194,781494	-92,648308
7197,473145	-93,481438
7200,164795	-93,577538
7202,856445	-94,061905
7205,548096	-92,602386
7208,239746	-92,420258
7210,931396	-92,948364
7213,623047	-93,386597
7216,314697	-92,726563
7219,006348	-93,554344
7221,697998	-93,741989
7224,389648	-92,601883
7227,081299	-92,607315
7229,772949	-93,854271
7232,464600	-92,658768
7235,156250	-93,281776
7237,847900	-92,112083
7240,539551	-91,985451
7243,231201	-92,290733
7245,922852	-92,372551
7248,614502	-92,749344
7251,306152	-92,181389
7253,997803	-91,813248
7256,689453	-92,113480
7259,381104	-92,589050
7262,072754	-93,583878
7264,764404	-93,735939
7267,456055	-94,181801
7270,147705	-94,191185
7272,839355	-94,500832
7275,531006	-94,662880
7278,222656	-92,737297
7280,914307	-92,984428
7283,605957	-92,549095
7286,297607	-93,154205
7288,989258	-94,803726
7291,680908	-93,017395
7294,372559	-92,371140
7297,064209	-93,098274
7299,755859	-93,872910
7302,447510	-93,695206
7305,139160	-92,861786
7307,830811	-91,737854
7310,522461	-92,533318
7313,214111	-91,239548
7315,905762	-92,761665
7318,597412	-92,665962
7321,289063	-91,900803
7323,980713	-92,164696
7326,672363	-92,912857
7329,364014	-93,420799
7332,055664	-93,351364
7334,747314	-91,800583
7337,438965	-93,385170
7340,130615	-94,037491
7342,822266	-94,315475
7345,513916	-94,211334
7348,205566	-94,023117
7350,897217	-94,776039
7353,588867	-93,563271
7356,280518	-94,137703
7358,972168	-94,672432
7361,663818	-93,034096
7364,355469	-93,156593
7367,047119	-94,299843
7369,738770	-92,602737
7372,430420	-92,411942
7375,122070	-93,639290
7377,813721	-93,672241
7380,505371	-93,141830
7383,197021	-93,891869
7385,888672	-93,153618
7388,580322	-93,211426
7391,271973	-91,122604
7393,963623	-91,291046
7396,655273	-93,649582
7399,346924	-94,024033
7402,038574	-94,861641
7404,730225	-95,066010
7407,421875	-97,726578
7410,113525	-94,507790
7412,805176	-95,203316
7415,496826	-92,321854
7418,188477	-90,827507
7420,880127	-92,220329
7423,571777	-92,378181
7426,263428	-92,528023
7428,955078	-93,030472
7431,646729	-92,943916
7434,338379	-94,496239
7437,030029	-93,364883
7439,721680	-93,411255
7442,413330	-94,233894
7445,104980	-94,679382
7447,796631	-94,309036
7450,488281	-93,568001
7453,179932	-93,137192
7455,871582	-93,298256
7458,563232	-92,908257
7461,254883	-93,042992
7463,946533	-92,829529
7466,638184	-92,516380
7469,329834	-91,452507
7472,021484	-92,379791
7474,713135	-92,909081
7477,404785	-95,528732
7480,096436	-95,887711
7482,788086	-93,753052
7485,479736	-92,603210
7488,171387	-92,908127
7490,863037	-94,158554
7493,554688	-93,202446
7496,246338	-92,659042
7498,937988	-94,696571
7501,629639	-94,902054
7504,321289	-94,168449
7507,012939	-93,049904
7509,704590	-92,235588
7512,396240	-93,311256
7515,087891	-95,250557
7517,779541	-95,802063
7520,471191	-96,017494
7523,162842	-93,798622
7525,854492	-93,293457
7528,546143	-93,789909
7531,237793	-94,670418
7533,929443	-92,317879
7536,621094	-93,463356
7539,312744	-93,871582
7542,004395	-92,088890
7544,696045	-92,835182
7547,387695	-94,405609
7550,079346	-94,529388
7552,770996	-94,401466
7555,462646	-93,076813
7558,154297	-93,305161
7560,845947	-92,791283
7563,537598	-92,690613
7566,229248	-93,324646
7568,920898	-94,233086
7571,612549	-93,596359
7574,304199	-91,952423
7576,995850	-93,034683
7579,687500	-94,260925
7582,379150	-93,923889
7585,070801	-92,512871
7587,762451	-91,528351
7590,454102	-93,795280
7593,145752	-96,826538
7595,837402	-95,020691
7598,529053	-93,087021
7601,220703	-92,094101
7603,912354	-92,455551
7606,604004	-93,677727
7609,295654	-93,098282
7611,987305	-94,195984
7614,678955	-94,663025
7617,370605	-93,254227
7620,062256	-93,482491
7622,753906	-94,042191
7625,445557	-92,692238
7628,137207	-93,035034
7630,828857	-92,557106
7633,520508	-93,216652
7636,212158	-94,367142
7638,903809	-94,618309
7641,595459	-92,963501
7644,287109	-92,030891
7646,978760	-92,820595
7649,670410	-94,046440
7652,362061	-93,501389
7655,053711	-93,986305
7657,745361	-92,834167
7660,437012	-93,223610
7663,128662	-93,103683
7665,820313	-93,452194
7668,511963	-93,099411
7671,203613	-92,980156
7673,895264	-92,886482
7676,586914	-94,760880
7679,278564	-94,333008
7681,970215	-94,769142
7684,661865	-93,113548
7687,353516	-93,994629
7690,045166	-94,725311
7692,736816	-94,103912
7695,428467	-95,117432
7698,120117	-93,031136
7700,811768	-92,711884
7703,503418	-93,605042
7706,195068	-95,636230
7708,886719	-94,627190
7711,578369	-94,771202
7714,270020	-94,678131
7716,961670	-94,798103
7719,653320	-94,043114
7722,344971	-94,606010
7725,036621	-93,228447
7727,728271	-93,117111
7730,419922	-95,398445
7733,111572	-95,269043
7735,803223	-94,440231
7738,494873	-93,262138
7741,186523	-91,842705
7743,878174	-91,164055
7746,569824	-93,164726
7749,261475	-95,534470
7751,953125	-96,805931
7754,644775	-95,260818
7757,336426	-92,746780
7760,028076	-93,425812
7762,719727	-95,062271
7765,411377	-94,881111
7768,103027	-93,061882
7770,794678	-93,092987
7773,486328	-93,195374
7776,177979	-95,582191
7778,869629	-94,875069
7781,561279	-94,310532
7784,252930	-95,573952
7786,944580	-93,601074
7789,636230	-92,234703
7792,327881	-92,539444
7795,019531	-92,862633
7797,711182	-93,254974
7800,402832	-90,962288
7803,094482	-92,748146
7805,786133	-93,095016
7808,477783	-92,673279
7811,169434	-93,348267
7813,861084	-94,816681
7816,552734	-93,786888
7819,244385	-94,202599
7821,936035	-95,216736
7824,627686	-94,326675
7827,319336	-94,317291
7830,010986	-94,274605
7832,702637	-92,391823
7835,394287	-93,213074
7838,085938	-95,566399
7840,777588	-96,306465
7843,469238	-95,127014
7846,160889	-94,798729
7848,852539	-92,745941
7851,544189	-94,020294
7854,235840	-93,790070
7856,927490	-94,364952
7859,619141	-94,455276
7862,310791	-95,395569
7865,002441	-94,767693
7867,694092	-93,956825
7870,385742	-94,209625
7873,077393	-94,037979
7875,769043	-94,145470
7878,460693	-94,792374
7881,152344	-95,197769
7883,843994	-93,643394
7886,535645	-93,826607
7889,227295	-93,177322
7891,918945	-93,558220
7894,610596	-94,372581
7897,302246	-95,514313
7899,993896	-94,309898
7902,685547	-94,481209
7905,377197	-95,921722
7908,068848	-93,487190
7910,760498	-92,789429
7913,452148	-93,991264
7916,143799	-94,612961
7918,835449	-93,297615
7921,527100	-94,383209
7924,218750	-94,698708
7926,910400	-92,877167
7929,602051	-92,411209
7932,293701	-93,772812
7934,985352	-95,813774
7937,677002	-93,335144
7940,368652	-92,097488
7943,060303	-92,596565
7945,751953	-93,859200
7948,443604	-96,549820
7951,135254	-94,832588
7953,826904	-94,124290
7956,518555	-94,409004
7959,210205	-93,660225
7961,901855	-93,460129
7964,593506	-93,583649
7967,285156	-92,982399
7969,976807	-92,374329
7972,668457	-93,734253
7975,360107	-93,685036
7978,051758	-93,587151
7980,743408	-92,356636
7983,435059	-91,664719
7986,126709	-92,683121
7988,818359	-93,681313
7991,510010	-92,970100
7994,201660	-93,017487
7996,893311	-93,495468
7999,584961	-92,958351
8002,276611	-92,367905
8004,968262	-93,508247
8007,659912	-94,755577
8010,351563	-93,027184
8013,043213	-93,509224
8015,734863	-95,042870
8018,426514	-95,740509
8021,118164	-95,479477
8023,809814	-96,621086
8026,501465	-94,517776
8029,193115	-94,359230
8031,884766	-95,354729
8034,576416	-93,506607
8037,268066	-93,375870
8039,959717	-94,161308
8042,651367	-94,430962
8045,343018	-93,096138
8048,034668	-93,694237
8050,726318	-95,338577
8053,417969	-93,749565
8056,109619	-94,280685
8058,801270	-94,812675
8061,492920	-93,474106
8064,184570	-93,743668
8066,876221	-94,675972
8069,567871	-94,286301
8072,259521	-93,823059
8074,951172	-93,355354
8077,642822	-95,147835
8080,334473	-94,824722
8083,026123	-93,639915
8085,717773	-94,481628
8088,409424	-94,757774
8091,101074	-93,077667
8093,792725	-93,215759
8096,484375	-94,620964
8099,176025	-92,480835
8101,867676	-92,279045
8104,559326	-93,189293
8107,250977	-92,061623
8109,942627	-92,094643
8112,634277	-92,572212
8115,325928	-94,973885
8118,017578	-94,731781
8120,709229	-94,051407
8123,400879	-94,440636
8126,092529	-95,319771
8128,784180	-92,687538
8131,475830	-92,569832
8134,167480	-94,371078
8136,859131	-94,785683
8139,550781	-94,018875
8142,242432	-92,824005
8144,934082	-92,255165
8147,625732	-93,441414
8150,317383	-94,757904
8153,009033	-94,524292
8155,700684	-95,077721
8158,392334	-91,593452
8161,083984	-91,581062
8163,775635	-92,551376
8166,467285	-94,479691
8169,158936	-94,589752
8171,850586	-93,386856
8174,542236	-93,363327
8177,233887	-92,830154
8179,925537	-95,206879
8182,617188	-95,981987
8185,308838	-94,101456
8188,000488	-92,262100
8190,692139	-92,499741
8193,383789	-94,987442
8196,075439	-95,124825
8198,767090	-93,456146
8201,458740	-93,458000
8204,150391	-94,284401
8206,842041	-93,579628
8209,533691	-93,513535
8212,225342	-92,679527
8214,916992	-92,220184
8217,608643	-93,056808
8220,300293	-93,332077
8222,991943	-93,444321
8225,683594	-94,537918
8228,375244	-96,526245
8231,066895	-95,544876
8233,758545	-95,376282
8236,450195	-94,589310
8239,141846	-94,365730
8241,833496	-94,980522
8244,525146	-95,032639
8247,216797	-94,036530
8249,908447	-94,731705
8252,600098	-95,069244
8255,291748	-93,420219
8257,983398	-92,693962
8260,675049	-93,053032
8263,366699	-93,741554
8266,058350	-92,579643
8268,750000	-93,118019
8271,441650	-94,258057
8274,133301	-94,134171
8276,824951	-93,450691
8279,516602	-93,905457
8282,208252	-93,811287
8284,899902	-92,837036
8287,591553	-92,693771
8290,283203	-93,172310
8292,974854	-93,514755
8295,666504	-92,815186
8298,358154	-94,225883
8301,049805	-97,152145
8303,741455	-95,345367
8306,433105	-93,516129
8309,124756	-92,846359
8311,816406	-93,817986
8314,508057	-93,790878
8317,199707	-92,532890
8319,891357	-93,703293
8322,583008	-93,311867
8325,274658	-93,453690
8327,966309	-92,904175
8330,657959	-96,348251
8333,349609	-95,318085
8336,041260	-94,099907
8338,732910	-93,407486
8341,424561	-94,292694
8344,116211	-95,474152
8346,807861	-94,846748
8349,499512	-93,667114
8352,191162	-93,128815
8354,882813	-94,378784
8357,574463	-94,255699
8360,266113	-94,506844
8362,957764	-94,029137
8365,649414	-95,592079
8368,341064	-94,730690
8371,032715	-93,470200
8373,724365	-94,262413
8376,416016	-94,811699
8379,107666	-93,274078
8381,799316	-94,495003
8384,490967	-93,258476
8387,182617	-93,402725
8389,874268	-95,823540
8392,565918	-94,739944
8395,257568	-94,843636
8397,949219	-95,285515
8400,640869	-94,580551
8403,332520	-93,559608
8406,024170	-93,822075
8408,715820	-94,561188
8411,407471	-94,285553
8414,099121	-93,302345
8416,790771	-92,788918
8419,482422	-94,305344
8422,174072	-92,785271
8424,865723	-92,317490
8427,557373	-93,668594
8430,249023	-93,375145
8432,940674	-93,202606
8435,632324	-92,595932
8438,323975	-93,697990
8441,015625	-94,709663
8443,707275	-95,194496
8446,398926	-93,989273
8449,090576	-94,522987
8451,782227	-94,617683
8454,473877	-95,877808
8457,165527	-93,709549
8459,857178	-93,375427
8462,548828	-93,117050
8465,240479	-93,046318
8467,932129	-91,958992
8470,623779	-93,682800
8473,315430	-93,849411
8476,007080	-94,434601
8478,698730	-94,172218
8481,390381	-96,118156
8484,082031	-97,391998
8486,773682	-93,827820
8489,465332	-93,995453
8492,156982	-94,169052
8494,848633	-93,580940
8497,540283	-94,078094
8500,231934	-94,765282
8502,923584	-95,368004
8505,615234	-93,579666
8508,306885	-93,770454
8510,998535	-96,283943
8513,690186	-94,926926
8516,381836	-93,901215
8519,073486	-94,586594
8521,765137	-94,373039
8524,456787	-93,111481
8527,148438	-93,365448
8529,840088	-94,326935
8532,531738	-93,085571
8535,223389	-95,095093
8537,915039	-94,897598
8540,606689	-96,563805
8543,298340	-96,280807
8545,989990	-95,423286
8548,681641	-93,791618
8551,373291	-93,176125
8554,064941	-93,669655
8556,756592	-94,729118
8559,448242	-93,472137
8562,139893	-92,786369
8564,831543	-93,634949
8567,523193	-93,700241
8570,214844	-93,084480
8572,906494	-94,770119
8575,598145	-95,367424
8578,289795	-94,978653
8580,981445	-95,423073
8583,673096	-94,536476
8586,364746	-93,179924
8589,056396	-93,313263
8591,748047	-95,913139
8594,439697	-93,929543
8597,131348	-92,615974
8599,822998	-93,016685
8602,514648	-95,899223
8605,206299	-93,213936
8607,897949	-92,881821
8610,589600	-93,301247
8613,281250	-94,953575
8615,972900	-93,837029
8618,664551	-93,798515
8621,356201	-93,758011
8624,047852	-94,552048
8626,739502	-93,730835
8629,431152	-93,118935
8632,122803	-92,343346
8634,814453	-92,717934
8637,506104	-93,398651
8640,197754	-94,589012
8642,889404	-94,080589
8645,581055	-94,566589
8648,272705	-96,582390
8650,964355	-94,852768
8653,656006	-94,331200
8656,347656	-94,823479
8659,039307	-93,752151
8661,730957	-93,632393
8664,422607	-93,620338
8667,114258	-94,410248
8669,805908	-94,992531
8672,497559	-93,040901
8675,189209	-92,600960
8677,880859	-95,215088
8680,572510	-95,084793
8683,264160	-93,443436
8685,955811	-94,540359
8688,647461	-94,282379
8691,339111	-93,414352
8694,030762	-94,616508
8696,722412	-93,739563
8699,414063	-93,353966
8702,105713	-92,382355
8704,797363	-93,813972
