Temps	Pendule{1}	Temps	Pendule{2}
3.81	-0.256828621029854	3.81	-3.90761282807216
3.84	-0.572230584919453	3.84	-2.87337675690651
3.87	-0.752460278570652	3.87	-1.61430675722659
3.9	-0.392000891268253	3.9	-0.2203364004381
3.93	-0.887632548809052	3.93	0.768932885024697
3.96	-0.482115738093853	3.96	2.25283681321889
3.99	-0.932689972221851	3.99	2.97230538446456
4.02	-1.29314935952425	4.02	4.00654145563021
4.05	-0.932689972221851	4.05	5.17567788390443
4.08	-1.29314935952425	4.08	6.07501359796152
4.11	-1.29314935952425	4.11	6.88441574061289
4.14	-1.29314935952425	4.14	7.19918324053288
4.17	-1.47337905317545	4.17	7.51395074045286
4.2	-1.69866617023945	4.2	7.82871824037284
4.23	-0.932689972221851	4.23	8.4582532402128
4.26	-1.51843647658825	4.26	7.73878466896713
4.29	-1.96901071071625	4.29	7.33408359764144
4.32	-1.92395328730345	4.32	7.01931609772146
4.35	-0.752460278570652	4.35	7.33408359764144
4.38	-1.60855132341385	4.38	5.67031252663583
4.41	-1.65360874682665	4.41	4.81594359828159
4.44	-1.65360874682665	4.44	4.14144181273878
4.47	-1.47337905317545	4.47	2.97230538446456
4.5	-1.74372359365225	4.5	1.53336824197322
4.53	-1.69866617023945	4.53	0.49913217080757
4.56	-1.20303451269865	4.56	-0.490137114655226
4.59	-0.301886044442654	4.59	-0.894838185980916
4.62	-0.346943467855454	4.62	-2.06397461425513
4.65	-0.752460278570652	4.65	-3.86264604236931
4.68	0.058573342859745	4.68	-4.22238032799214
4.71	-0.482115738093853	4.71	-5.8411846132949
4.74	0.509147576987743	4.74	-5.70628425618634
4.77	0.824549540877342	4.77	-6.38078604172915
4.8	0.238803036510944	4.8	-7.63985604140908
4.83	0.419032730162144	4.83	-7.72978961281478
4.86	0.644319847226143	4.86	-7.86468996992335
4.89	0.824549540877342	4.89	-7.81972318422049
4.92	1.95098512619734	4.92	-7.01032104156911
4.95	1.50041089206934	4.95	-7.28012175578624
4.98	1.86087027937174	4.98	-6.65058675594628
5.01	2.58178905397654	5.01	-5.43648354196921
5.04	1.72569800913334	5.04	-5.25661639915779
5.07	1.59052573889494	5.07	-4.62708139931783
5.1	2.40155936032534	5.1	-3.14317747112364
5.13	2.08615739643574	5.13	-2.37874211417511
5.16	1.95098512619734	5.16	-1.38947282871231
5.19	1.54546831548214	5.19	-0.490137114655226
5.22	2.35650193691254	5.22	1.48840145627037
5.25	2.26638709008694	5.25	2.65753788454458
5.28	1.36523862183094	5.28	3.15217252727598
5.31	0.869606964290142	5.31	3.87164109852165
5.34	0.464090153574944	5.34	4.72601002687588
5.37	0.058573342859745	5.37	5.49044538382441
5.4	-0.346943467855454	5.4	6.16494716936722
5.43	-0.617288008332253	5.43	6.61461502639577
5.46	-1.11291966587305	5.46	6.92938252631575
5.49	-1.47337905317545	5.49	7.15421645483002
5.52	-1.96901071071625	5.52	7.15421645483002
5.55	-1.47337905317545	5.55	8.00858538318425
5.58	-2.32947009801865	5.58	7.01931609772146
5.61	-2.64487206190825	5.61	6.61461502639577
5.64	-3.36579083651304	5.64	5.76024609804153
5.67	-3.68119280040264	5.67	5.04077752679586
5.7	-2.68992948532104	5.7	5.26561145531014
5.73	-3.63613537698984	5.73	3.51190681289881
5.76	-3.81636507064104	5.76	2.79243824165314
5.79	-3.63613537698984	5.79	1.53336824197322
5.82	-3.95153734087944	5.82	0.409198599401861
5.85	-3.00533144921064	5.85	0.0944310994818807
5.88	-3.54602053016424	5.88	-1.92907425714657
5.91	-3.41084825992584	5.91	-2.87337675690651
5.94	-2.37452752143145	5.94	-3.32304461393505
5.97	-2.41958494484425	5.97	-4.62708139931783
6	-2.19429782778025	6	-5.3465499705635
6.03	-0.482115738093853	6.03	-5.03178247064352
6.06	-0.527173161506653	6.06	-6.11098532751203
6.09	-0.482115738093853	6.09	-7.01032104156911
6.12	1.09489408135414	6.12	-6.15595211321488
6.15	0.824549540877342	6.15	-6.87542068446055
6.18	1.95098512619734	6.18	-6.3358192560263
6.21	2.08615739643574	6.21	-6.78548711305484
6.24	2.26638709008694	6.24	-6.69555354164913
6.27	2.67190390080214	6.27	-6.24588568462059
6.3	3.43788009881973	6.3	-5.3465499705635
6.33	3.61810979247093	6.33	-4.76198175642639
6.36	3.61810979247093	6.36	-4.13244675658643
6.39	3.88845433294773	6.39	-3.00827711401507
6.42	4.24891372025013	6.42	-2.01900782855228
6.45	4.20385629683733	6.45	-1.07470532879233
6.48	4.02362660318613	6.48	-0.265303186140954
6.51	3.84339690953493	6.51	0.768932885024697
6.54	3.43788009881973	6.54	1.57833502767608
6.57	3.03236328810453	6.57	2.79243824165314
6.6	3.03236328810453	6.6	4.00654145563021
6.63	2.76201874762774	6.63	4.77097681257874
6.66	1.04983665794134	6.66	4.54614288406447
6.69	1.68064058572054	6.69	6.16494716936722
6.72	0.193745613098145	6.72	5.71527931233868
6.75	-0.527173161506653	6.75	6.07501359796152
6.78	-1.38326420634985	6.78	6.07501359796152
6.81	-2.28441267460585	6.81	5.8951464551501
6.84	-1.78878101706505	6.84	6.83944895491004
6.87	-3.23061856627464	6.87	5.80521288374439
6.9	-3.99659476429224	6.9	5.26561145531014
6.93	-4.17682445794344	6.93	5.4005118124187
6.96	-4.53728384524584	6.96	4.63607645547017
6.99	-5.25820261985064	6.99	3.60184038430452
7.02	-5.79889170080423	7.02	2.61257109884173
7.05	-5.70877685397863	7.05	2.43270395603031
7.08	-4.89774323254824	7.08	2.02800288470462
7.11	-5.97912139445543	7.11	0.0494643137790263
7.14	-4.80762838572264	7.14	0.319265027996153
7.17	-4.94280065596104	7.17	-1.07470532879233
7.2	-5.03291550278664	7.2	-2.42370889987797
7.23	-4.58234126865864	7.23	-3.00827711401507
7.26	-2.96027402579784	7.26	-2.73847639979795
7.29	-2.82510175555944	7.29	-4.04251318518072
7.32	-2.41958494484425	7.32	-4.8519153278321
7.35	-1.74372359365225	7.35	-5.25661639915779
7.38	-0.707402855157852	7.38	-5.16668282775208
7.41	1.00477923452854	7.41	-4.58211461361498
7.44	1.86087027937174	7.44	-4.8519153278321
7.47	2.40155936032534	7.47	-4.8519153278321
7.5	2.80707617104054	7.5	-5.3465499705635
7.53	3.34776525199413	7.53	-5.16668282775208
7.56	3.79833948612213	7.56	-4.80694854212925
7.59	4.33902856707573	7.59	-4.40224747080356
7.62	5.96109580993652	7.62	-3.00827711401507
7.65	6.32155519723892	7.65	-2.19887497136369
7.68	5.82592353969812	7.68	-2.33377532847226
7.71	5.69075126945972	7.71	-1.92907425714657
7.74	5.69075126945972	7.74	-0.849871400278062
7.77	6.54684231430292	7.77	0.544098956510425
7.8	5.51052157580852	7.8	0.544098956510425
7.83	4.74454537779093	7.83	0.858866456430405
7.86	5.28523445874453	7.86	2.52263752743602
7.89	4.20385629683733	7.89	2.74747145595029
7.92	3.07742071151733	7.92	2.79243824165314
7.95	2.31144451349974	7.95	3.28707288438454
7.98	2.04109997302294	7.98	4.4112425269559
8.01	0.509147576987743	8.01	4.05150824133307
8.04	-0.437058314681053	8.04	4.27634216984734
8.07	-1.83383844047785	8.07	4.05150824133307
8.1	-2.78004433214664	8.1	4.23137538414449
8.13	-2.96027402579784	8.13	4.72601002687588
8.16	-3.27567598968744	8.16	5.04077752679586
8.19	-5.25820261985064	8.19	3.46694002719596
8.22	-6.11429366469383	8.22	3.19713931297883
8.25	-6.65498274564743	8.25	2.74747145595029
8.28	-7.01544213294983	8.28	2.47767074173316
8.31	-6.56486789882183	8.31	2.79243824165314
8.34	-7.24072925001383	8.34	1.39846788486466
8.37	-7.60118863731623	8.37	0.723966099321842
8.4	-7.37590152025223	8.4	0.229331456590444
8.43	-7.19567182660103	8.43	-0.2203364004381
8.46	-5.70877685397863	8.46	0.00449752807617188
8.49	-6.15935108810663	8.49	-1.11967211449519
8.52	-4.80762838572264	8.52	-1.11967211449519
8.55	-4.35705415159464	8.55	-2.06397461425513
8.58	-3.72625022381544	8.58	-2.60357604268938
8.61	-2.32947009801865	8.61	-2.19887497136369
8.64	-1.06786224246025	8.64	-2.55860925698653
8.67	0.193745613098145	8.67	-2.60357604268938
8.7	0.283860459923744	8.7	-3.72774568526074
8.73	1.50041089206934	8.73	-3.50291175674647
8.76	2.13121481984854	8.76	-3.7727124709636
8.79	2.98730586469173	8.79	-3.63781211385503
8.82	4.38408599048853	8.82	-2.82840997120366
8.85	4.78960280120373	8.85	-3.09821068542078
8.88	5.69075126945972	8.88	-2.87337675690651
8.91	6.32155519723892	8.91	-2.51364247128367
8.94	6.54684231430292	8.94	-2.37874211417511
8.97	6.54684231430292	8.97	-1.88410747144371
9	7.31281851232052	9	-0.759937828872353
9.03	6.86224427819252	9.03	-0.849871400278062
9.06	6.81718685477972	9.06	-0.400203543249518
9.09	6.14132550358772	9.09	-0.265303186140954
9.12	5.78086611628532	9.12	-0.0404692576266825
9.15	5.37534930557013	9.15	0.454165385104716
9.18	3.97856917977333	9.18	0.454165385104716
9.21	3.34776525199413	9.21	1.08370038494468
9.24	2.17627224326134	9.24	1.12866717064753
9.27	2.53673163056374	9.27	2.837405027356
9.3	0.373975306749344	9.3	1.89310252759606
9.33	0.103630766272545	9.33	2.97230538446456
9.36	-1.74372359365225	9.36	1.80316895619035
9.39	-2.59981463849545	9.39	2.16290324181318
9.42	-3.90647991746664	9.42	1.8481357418932
9.45	-4.80762838572264	9.45	1.89310252759606
9.48	-6.06923624128103	9.48	1.48840145627037
9.51	-6.65498274564743	9.51	1.57833502767608
9.54	-6.65498274564743	9.54	1.93806931329891
9.57	-7.10555697977543	9.57	1.66826859908178
9.6	-7.69130348414183	9.6	1.53336824197322
9.63	-7.73636090755463	9.63	1.12866717064753
9.66	-8.41222225874662	9.66	0.364231813699007
9.69	-7.55613121390343	9.69	1.3535010991618
9.72	-7.73636090755463	9.72	0.00449752807617188
9.75	-6.47475305199623	9.75	0.274298242293298
9.78	-6.88026986271143	9.78	-0.714971043169498
9.81	-3.63613537698984	9.81	1.48840145627037
9.84	-6.02417881786823	9.84	-1.83914068574086
9.87	-3.99659476429224	9.87	-1.2096056859009
9.9	-3.90647991746664	9.9	-1.61430675722659
9.93	-1.06786224246025	9.93	0.409198599401861
9.96	0.328917883336544	9.96	0.139397885184735
9.99	-1.20303451269865	9.99	-2.37874211417511
10.02	4.11374145001173	10.02	1.03873359924182
10.05	0.869606964290142	10.05	-3.00827711401507
10.08	7.71833532303572	10.08	2.70250467024744
10.11	6.18638292700052	10.11	-0.445170328952372
10.14	9.56568968296051	10.14	3.55687359860167
10.17	12.2240776643157	10.17	4.59110966976732
10.2	11.5482163131237	10.2	3.51190681289881
10.23	11.2778717726469	10.23	2.92733859876171
10.26	8.75465606153011	10.26	-0.0854360433295369
10.29	7.62822047621012	10.29	-1.2096056859009
10.32	7.26776108890772	10.32	-1.34450604300946
10.35	7.08753139525652	10.35	-1.29953925730661
10.38	6.59189973771572	10.38	-1.16463890019804
10.41	6.00615323334932	10.41	-1.11967211449519
10.44	5.33029188215733	10.44	-0.984771757386625
10.47	4.38408599048853	10.47	-0.984771757386625
10.5	3.52799494564533	10.5	-0.804904614575207
10.53	2.49167420715094	10.53	-0.670004257466644
10.56	1.41029604524374	10.56	-0.580070686060935
10.59	0.419032730162144	10.59	-0.355236757546663
10.62	-0.752460278570652	10.62	-0.355236757546663
10.65	-1.87889586389065	10.65	-0.175369614735246
10.68	-2.96027402579784	10.68	-0.0854360433295369
10.71	-3.99659476429224	10.71	-0.0404692576266825
10.74	-4.98785807937384	10.74	0.274298242293298
10.77	-5.30326004326344	10.77	0.858866456430405
10.8	-6.42969562858343	10.8	0.589065742213279
10.83	-7.37590152025223	10.83	0.364231813699007
10.86	-7.69130348414183	10.86	0.634032527916133
10.89	-8.36716483533382	10.89	0.723966099321842
10.92	-7.46601636707783	10.92	1.80316895619035
10.95	-6.97038470953703	10.95	2.11793645611033
10.98	-7.82647575438023	10.98	1.17363395635039
11.01	-7.78141833096743	11.01	1.26356752775609
11.04	-6.74509759247303	11.04	1.66826859908178
11.07	-6.33958078175783	11.07	1.39846788486466
11.1	-5.66371943056583	11.1	1.62330181337893
11.13	-4.53728384524584	11.13	1.93806931329891
11.16	-3.77130764722824	11.16	1.48840145627037
11.19	-2.23935525119305	11.19	2.07296967040747
11.22	-1.65360874682665	11.22	1.53336824197322
11.25	-0.662345431745052	11.25	1.17363395635039
11.28	0.599262423813343	11.28	0.993766813538969
11.31	1.81581285595894	11.31	1.26356752775609
11.34	2.89719101786613	11.34	1.12866717064753
11.37	4.42914341390133	11.37	1.30853431345895
11.4	4.92477507144213	11.4	0.589065742213279
11.43	5.55557899922132	11.43	0.139397885184735
11.46	5.91603838652372	11.46	-0.355236757546663
11.49	6.41167004406452	11.49	-0.445170328952372
11.52	6.68201458454132	11.52	-0.759937828872353
11.55	7.44799078255892	11.55	-0.580070686060935
11.58	7.17764624208212	11.58	-1.11967211449519
11.61	7.22270366549492	11.61	-1.47940640011802
11.64	6.41167004406452	11.64	-2.2888085427694
11.67	5.82592353969812	11.67	-2.51364247128367
11.7	5.55557899922132	11.7	-2.69350961409509
11.73	4.87971764802933	11.73	-2.69350961409509
11.76	3.88845433294773	11.76	-3.09821068542078
11.79	2.89719101786613	11.79	-3.18814425682649
11.82	2.08615739643574	11.82	-3.05324389971793
11.85	0.734434694051743	11.85	-3.23311104252934
11.88	-0.121656350791454	11.88	-3.09821068542078
11.91	-1.24809193611145	11.91	-2.73847639979795
11.94	-2.10418298095465	11.94	-2.33377532847226
11.97	-3.14050371944904	11.97	-2.42370889987797
12	-3.86142249405384	12	-1.92907425714657
12.03	-5.07797292619944	12.03	-1.7042403286323
12.06	-4.67245611548424	12.06	-0.355236757546663
12.09	-6.02417881786823	12.09	-0.670004257466644
12.12	-6.51981047540903	12.12	-0.130402829032391
12.15	-6.92532728612423	12.15	0.184364670887589
12.18	-7.51107379049063	12.18	0.409198599401861
12.21	-6.42969562858343	12.21	1.93806931329891
12.24	-7.37590152025223	12.24	1.44343467056751
12.27	-6.11429366469383	12.27	3.01727217016742
12.3	-6.47475305199623	12.3	2.61257109884173
12.33	-6.47475305199623	12.33	2.56760431313887
12.36	-4.62739869207144	12.36	4.05150824133307
12.39	-4.62739869207144	12.39	3.55687359860167
12.42	-3.09544629603624	12.42	4.50117609836161
12.45	-2.14924040436745	12.45	4.59110966976732
12.48	-2.05912555754185	12.48	3.78170752711594
12.51	-1.33820678293705	12.51	3.55687359860167
12.54	-0.0765989273786545	12.54	3.64680717000738
12.57	0.824549540877342	12.57	3.37700645579025
12.6	1.77075543254614	12.6	3.19713931297883
12.63	2.49167420715094	12.63	2.56760431313887
12.66	3.43788009881973	12.66	2.29780359892175
12.69	4.15879887342453	12.69	1.80316895619035
12.72	4.47420083731413	12.72	0.993766813538969
12.75	4.92477507144213	12.75	0.454165385104716
12.78	6.50178489089012	12.78	0.858866456430405
12.81	5.91603838652372	12.81	-0.535103900358081
12.84	5.96109580993652	12.84	-1.2096056859009
12.87	6.32155519723892	12.87	-1.47940640011802
12.9	5.42040672898293	12.9	-2.69350961409509
12.93	5.24017703533173	12.93	-3.23311104252934
12.96	5.10500476509333	12.96	-3.2780778282322
12.99	4.65443053096533	12.99	-3.95257961377502
13.02	4.69948795437813	13.02	-3.72774568526074
13.05	3.07742071151733	13.05	-4.89688211353496
13.08	2.26638709008694	13.08	-4.80694854212925
13.11	1.59052573889494	13.11	-4.8519153278321
13.14	1.50041089206934	13.14	-4.40224747080356
13.17	0.058573342859745	13.17	-4.80694854212925
13.2	-0.346943467855454	13.2	-4.22238032799214
13.23	-1.69866617023945	13.23	-4.49218104220927
13.26	-2.78004433214664	13.26	-3.99754639947787
13.29	-2.50969979166985	13.29	-2.7834431855008
13.32	-3.90647991746664	13.32	-3.05324389971793
13.35	-4.85268580913544	13.35	-2.33377532847226
13.38	-4.22188188135624	13.38	-0.759937828872353
13.41	-4.58234126865864	13.41	0.00449752807617188
13.44	-5.70877685397863	13.44	-0.0854360433295369
13.47	-5.93406397104263	13.47	0.49913217080757
13.5	-5.48348973691463	13.5	2.02800288470462
13.53	-5.66371943056583	13.53	2.29780359892175
13.56	-4.89774323254824	13.56	3.51190681289881
13.59	-5.16808777302504	13.59	3.60184038430452
13.62	-4.31199672818184	13.62	4.54614288406447
13.65	-3.59107795357704	13.65	5.35554502671585
13.68	-3.63613537698984	13.68	5.17567788390443
13.71	-3.50096310675144	13.71	5.17567788390443
13.74	-1.56349390000105	13.74	6.3897810978815
13.77	-1.69866617023945	13.77	5.58037895523012
13.8	-0.932689972221851	13.8	5.53541216952726
13.83	-0.617288008332253	13.83	5.08574431249872
13.86	0.103630766272545	13.86	4.81594359828159
13.89	0.824549540877342	13.89	4.36627574125305
13.92	2.26638709008694	13.92	4.86091038398445
13.95	2.44661678373814	13.95	3.46694002719596
13.98	2.71696132421494	13.98	2.61257109884173
14.01	3.48293752223253	14.01	2.38773717032745
14.04	3.84339690953493	14.04	1.62330181337893
14.07	4.83466022461653	14.07	1.17363395635039
14.1	4.69948795437813	14.1	-0.0854360433295369
14.13	4.78960280120373	14.13	-0.714971043169498
14.16	5.15006218850613	14.16	-1.47940640011802
14.19	4.24891372025013	14.19	-3.05324389971793
14.22	4.02362660318613	14.22	-3.81767925666645
14.25	4.47420083731413	14.25	-3.86264604236931
14.28	4.11374145001173	14.28	-4.44721425650641
14.31	2.76201874762774	14.31	-5.79621782759204
14.34	2.26638709008694	14.34	-6.24588568462059
14.37	2.53673163056374	14.37	-5.52641711337492
14.4	1.90592770278454	14.4	-5.93111818470061
14.43	0.914664387702942	14.43	-6.24588568462059
14.46	0.058573342859745	14.46	-6.3358192560263
14.49	-0.662345431745052	14.49	-6.24588568462059
14.52	-1.33820678293705	14.52	-5.93111818470061
14.55	-2.05912555754185	14.55	-5.30158318486065
14.58	-2.55475721508265	14.58	-4.8519153278321
14.61	-1.78878101706505	14.61	-2.96331032831222
14.64	-3.05038887262344	14.64	-2.69350961409509
14.67	-3.05038887262344	14.67	-1.52437318582088
14.7	-2.91521660238504	14.7	-0.355236757546663
14.73	-3.32073341310024	14.73	0.274298242293298
14.76	-3.45590568333864	14.76	1.17363395635039
14.79	-3.90647991746664	14.79	1.80316895619035
14.82	-3.86142249405384	14.82	2.74747145595029
14.85	-3.86142249405384	14.85	3.46694002719596
14.88	-2.78004433214664	14.88	5.22064466960728
14.91	-3.45590568333864	14.91	4.9058771696873
14.94	-3.45590568333864	14.94	5.49044538382441
14.97	-2.10418298095465	14.97	6.74951538350433
15	-2.32947009801865	15	6.47971466928721
15.03	-2.19429782778025	15.03	6.56964824069291
15.06	-0.752460278570652	15.06	7.60388431185857
15.09	-0.932689972221851	15.09	6.79448216920719
15.12	-0.527173161506653	15.12	6.56964824069291
15.15	-0.346943467855454	15.15	5.8951464551501
15.18	0.328917883336544	15.18	5.62534574093297
15.21	0.509147576987743	15.21	4.86091038398445
15.24	1.13995150476694	15.24	4.4112425269559
15.27	1.00477923452854	15.27	3.19713931297883
15.3	1.68064058572054	15.3	2.52263752743602
15.33	1.86087027937174	15.33	1.48840145627037
15.36	1.77075543254614	15.36	0.184364670887589
15.39	1.86087027937174	15.39	-0.849871400278062
15.42	2.04109997302294	15.42	-1.56933997152373
15.45	2.80707617104054	15.45	-1.88410747144371
15.48	2.80707617104054	15.48	-2.7834431855008
15.51	2.17627224326134	15.51	-4.49218104220927
15.54	2.04109997302294	15.54	-5.21164961345494
15.57	1.99604254961014	15.57	-5.88615139899775
15.6	1.68064058572054	15.6	-6.51568639883772
15.63	1.54546831548214	15.63	-6.9203874701634
15.66	1.09489408135414	15.66	-7.4150221128948
15.69	0.599262423813343	15.69	-7.68482282711193
15.72	0.599262423813343	15.72	-7.45998889859766
15.75	0.238803036510944	15.75	-7.32508854148909
15.78	0.058573342859745	15.78	-7.01032104156911
15.81	-0.0765989273786545	15.81	-5.97608497040346
15.84	-0.301886044442654	15.84	-5.3465499705635
15.87	0.193745613098145	15.87	-4.22238032799214
15.9	-0.842575125396252	15.9	-4.13244675658643
15.93	-1.38326420634985	15.93	-3.23311104252934
15.96	-1.29314935952425	15.96	-2.24384175706655
15.99	-1.87889586389065	15.99	-1.43443961441517
16.02	-1.78878101706505	16.02	-0.0854360433295369
16.05	-1.56349390000105	16.05	0.993766813538969
16.08	-0.887632548809052	16.08	2.88237181305885
16.11	-1.24809193611145	16.11	3.8266743128188
16.14	-1.74372359365225	16.14	4.05150824133307
16.17	-1.78878101706505	16.17	4.86091038398445
16.2	-1.78878101706505	16.2	5.58037895523012
16.23	-1.96901071071625	16.23	6.03004681225866
16.26	-1.78878101706505	16.26	6.65958181209862
16.29	-1.60855132341385	16.29	7.06428288342431
16.32	-1.83383844047785	16.32	7.15421645483002
16.35	-1.42832162976265	16.35	7.69381788326427
16.38	-0.932689972221851	16.38	7.55891752615571
16.41	-1.33820678293705	16.41	6.74951538350433
16.44	-1.33820678293705	16.44	6.34481431217864
16.47	-0.166713774204254	16.47	6.79448216920719
16.5	-0.301886044442654	16.5	5.62534574093297
16.53	0.0135159194469452	16.53	5.26561145531014
16.56	0.058573342859745	16.56	4.32130895555019
16.59	-0.482115738093853	16.59	2.38773717032745
16.62	-0.346943467855454	16.62	1.3535010991618
16.65	-0.256828621029854	16.65	0.589065742213279
16.68	-0.301886044442654	16.68	-0.670004257466644
