Temps	Pendule{1}	Temps	Pendule{2}	Var
5.34	-7.19567182660103	5.34	-7.4150221128948	
5.35	-5.97912139445543	5.35	-6.56065318454057	
5.36	-6.60992532223463	5.36	-7.14522139867768	
5.37	-6.33958078175783	5.37	-6.56065318454057	
5.38	-6.15935108810663	5.38	-6.69555354164913	
5.39	-5.93406397104263	5.39	-6.06601854180917	
5.4	-5.52854716032743	5.4	-5.97608497040346	
5.41	-5.52854716032743	5.41	-5.66131747048348	
5.42	-4.98785807937384	5.42	-5.43648354196921	
5.43	-4.89774323254824	5.43	-4.98681568494067	
5.44	-4.49222642183304	5.44	-4.89688211353496	
5.45	-3.68119280040264	5.45	-3.90761282807216	
5.46	-3.90647991746664	5.46	-4.22238032799214	
5.47	-2.87015917897224	5.47	-3.09821068542078	
5.48	-3.59107795357704	5.48	-3.68277889955789	
5.49	-2.73498690873384	5.49	-2.96331032831222	
5.5	-2.73498690873384	5.5	-2.69350961409509	
5.51	-1.20303451269865	5.51	-1.47940640011802	
5.52	-1.83383844047785	5.52	-2.01900782855228	
5.53	-0.932689972221851	5.53	-0.849871400278062	
5.54	-1.11291966587305	5.54	-1.25457247160375	
5.55	-0.0765989273786545	5.55	0.00449752807617188	
5.56	-0.166713774204254	5.56	-0.265303186140954	
5.57	0.0135159194469452	5.57	0.00449752807617188	
5.58	0.734434694051743	5.58	0.90383324213326	
5.59	1.09489408135414	5.59	1.12866717064753	
5.6	0.914664387702942	5.6	1.12866717064753	
5.61	2.35650193691254	5.61	2.52263752743602	
5.62	1.81581285595894	5.62	1.93806931329891	
5.63	3.21259298175573	5.63	3.3320396700874	
5.64	2.31144451349974	5.64	2.70250467024744	
5.65	3.75328206270933	5.65	3.96157466992736	
5.66	3.39282267540693	5.66	3.64680717000738	
5.67	3.48293752223253	5.67	4.00654145563021	
5.68	3.88845433294773	5.68	4.18640859844163	
5.69	4.15879887342453	5.69	4.72601002687588	
5.7	4.51925826072693	5.7	4.86091038398445	
5.71	4.69948795437813	5.71	5.35554502671584	
5.72	5.19511961191893	5.72	5.49044538382441	
5.73	5.37534930557013	5.73	6.16494716936722	
5.74	5.64569384604692	5.74	6.11998038366437	
5.75	5.55557899922132	5.75	6.34481431217864	
5.76	6.18638292700052	5.76	6.70454859780148	
5.77	5.91603838652372	5.77	6.56964824069291	
5.78	6.50178489089012	5.78	6.9743493120186	
5.79	6.41167004406452	5.79	7.24415002623573	
5.8	6.68201458454132	5.8	7.28911681193858	
5.81	6.72707200795412	5.81	7.33408359764144	
5.82	7.71833532303572	5.82	8.32335288310423	
5.83	6.86224427819252	5.83	7.46898395475	
5.84	7.17764624208212	5.84	8.09851895458996	
5.85	6.99741654843092	5.85	7.60388431185856	
5.86	7.31281851232052	5.86	8.18845252599567	
5.87	6.90730170160532	5.87	7.55891752615571	
5.88	7.44799078255892	5.88	8.09851895458996	
5.89	6.59189973771572	5.89	7.46898395475	
5.9	7.17764624208212	5.9	7.91865181177855	
5.91	6.45672746747732	5.91	7.28911681193858	
5.92	7.62822047621012	5.92	8.27838609740138	
5.93	6.32155519723892	5.93	7.06428288342431	
5.94	7.31281851232052	5.94	8.00858538318425	
5.95	6.27649777382612	5.95	6.83944895491004	
5.96	6.41167004406452	5.96	7.28911681193858	
5.97	5.91603838652372	5.97	6.61461502639577	
5.98	5.69075126945972	5.98	6.61461502639577	
5.99	5.55557899922132	5.99	6.20991395507008	
6	5.46546415239573	6	6.29984752647579	
6.01	4.96983249485493	6.01	5.62534574093297	
6.02	5.10500476509333	6.02	5.71527931233868	
6.03	4.15879887342453	6.03	4.81594359828159	
6.04	4.20385629683733	6.04	4.81594359828159	
6.05	3.75328206270933	6.05	4.36627574125305	
6.06	3.84339690953493	6.06	4.59110966976732	
6.07	3.07742071151733	6.07	3.69177395571023	
6.08	3.52799494564533	6.08	3.96157466992736	
6.09	2.26638709008694	6.09	2.837405027356	
6.1	2.58178905397654	6.1	3.01727217016742	
6.11	1.45535346865654	6.11	2.02800288470462	
6.12	1.59052573889494	6.12	2.29780359892175	
6.13	1.18500892817974	6.13	1.62330181337893	
6.14	0.419032730162144	6.14	0.993766813538969	
6.15	0.779492117464542	6.15	1.08370038494468	
6.16	-0.121656350791454	6.16	0.184364670887589	
6.17	-0.842575125396252	6.17	-0.400203543249518	
6.18	0.058573342859745	6.18	0.274298242293298	
6.19	-1.15797708928585	6.19	-0.93980497168377	
6.2	-1.87889586389065	6.2	-1.47940640011802	
6.21	-1.83383844047785	6.21	-1.65927354292944	
6.22	-2.68992948532104	6.22	-2.37874211417511	
6.23	-2.46464236825705	6.23	-2.33377532847226	
6.24	-3.41084825992584	6.24	-3.05324389971793	
6.25	-3.32073341310024	6.25	-3.23311104252934	
6.26	-4.04165218770504	6.26	-3.81767925666645	
6.27	-3.32073341310024	6.27	-3.45794497104362	
6.28	-4.49222642183304	6.28	-4.53714782791212	
6.29	-4.08670961111784	6.29	-4.22238032799214	
6.3	-5.34831746667624	6.3	-5.25661639915779	
6.31	-4.67245611548424	6.31	-4.89688211353496	
6.32	-5.84394912421703	6.32	-5.75125104188919	
6.33	-5.21314519643784	6.33	-5.43648354196921	
6.34	-6.06923624128103	6.34	-6.24588568462059	
6.35	-6.60992532223463	6.35	-6.56065318454057	
6.36	-6.56486789882183	6.36	-6.78548711305484	
6.37	-6.79015501588583	6.37	-6.78548711305484	
6.38	-5.97912139445543	6.38	-6.24588568462059	
6.39	-7.06049955636263	6.39	-7.37005532719195	
6.4	-6.29452335834503	6.4	-6.69555354164913	
6.41	-7.64624606072903	6.41	-7.81972318422049	
6.42	-7.28578667342663	6.42	-7.63985604140908	
6.43	-7.28578667342663	6.43	-7.4150221128948	
6.44	-7.60118863731623	6.44	-7.99959032703191	
6.45	-6.92532728612423	6.45	-7.23515497008339	
6.46	-7.73636090755463	6.46	-8.13449068414047	
6.47	-7.87153317779303	6.47	-8.04455711273476	
6.48	-7.64624606072903	6.48	-8.08952389843762	
6.49	-7.06049955636263	6.49	-7.4150221128948	
6.5	-7.82647575438023	6.5	-8.22442425554618	
6.51	-6.56486789882183	6.51	-7.19018818438053	
6.52	-7.46601636707783	6.52	-7.95462354132906	
6.53	-6.74509759247303	6.53	-7.10025461297482	
6.54	-6.65498274564743	6.54	-7.23515497008339	
6.55	-7.10555697977543	6.55	-7.68482282711193	
6.56	-6.92532728612423	6.56	-7.23515497008339	
6.57	-5.79889170080423	6.57	-6.3358192560263	
6.58	-6.65498274564743	6.58	-7.19018818438053	
6.59	-5.34831746667624	6.59	-5.88615139899775	
6.6	-6.11429366469383	6.6	-6.65058675594628	
6.61	-5.30326004326344	6.61	-5.70628425618634	
6.62	-5.34831746667624	6.62	-5.93111818470061	
6.63	-5.48348973691463	6.63	-5.93111818470061	
6.64	-4.35705415159464	6.64	-4.98681568494067	
6.65	-4.94280065596104	6.65	-5.30158318486065	
6.66	-3.77130764722824	6.66	-4.3572806851007	
6.67	-4.22188188135624	6.67	-4.53714782791212	
6.68	-3.32073341310024	6.68	-3.86264604236931	
6.69	-3.27567598968744	6.69	-3.7727124709636	
6.7	-2.05912555754185	6.7	-2.51364247128367	
6.71	-2.78004433214664	6.71	-3.18814425682649	
6.72	-1.29314935952425	6.72	-1.794173900038	
6.73	-1.74372359365225	6.73	-2.24384175706655	
6.74	-1.78878101706505	6.74	-1.92907425714657	
6.75	-0.707402855157852	6.75	-1.16463890019804	
6.76	-0.842575125396252	6.76	-1.2096056859009	
6.77	0.599262423813343	6.77	0.184364670887589	
6.78	0.103630766272545	6.78	-0.265303186140954	
6.79	0.148688189685345	6.79	-0.175369614735246	
6.8	1.04983665794134	6.8	0.768932885024697	
6.81	0.869606964290142	6.81	0.723966099321842	
6.82	2.31144451349974	6.82	2.11793645611033	
6.83	2.08615739643574	6.83	1.89310252759606	
6.84	2.26638709008694	6.84	2.29780359892175	
6.85	2.58178905397654	6.85	2.38773717032745	
6.86	3.84339690953493	6.86	3.69177395571023	
6.87	2.98730586469173	6.87	3.06223895587027	
6.88	3.70822463929653	6.88	3.60184038430452	
6.89	3.79833948612213	6.89	4.00654145563021	
6.9	4.33902856707573	6.9	4.27634216984734	
6.91	4.15879887342453	6.91	4.32130895555019	
6.92	4.78960280120373	6.92	5.08574431249872	
6.93	5.15006218850613	6.93	5.26561145531014	
6.94	5.01488991826773	6.94	5.26561145531014	
6.95	5.73580869287252	6.95	5.8951464551501	
6.96	5.55557899922132	6.96	5.80521288374439	
6.97	6.86224427819252	6.97	7.01931609772146	
6.98	5.96109580993652	6.98	6.16494716936722	
6.99	6.68201458454132	6.99	6.79448216920719	
7	6.14132550358772	7	6.65958181209862	
7.01	6.77212943136692	7.01	7.06428288342431	
7.02	6.72707200795412	7.02	7.28911681193858	
7.03	6.95235912501812	7.03	7.28911681193858	
7.04	6.59189973771572	7.04	7.10924966912717	
7.05	7.44799078255892	7.05	8.00858538318425	
7.06	6.81718685477972	7.06	7.37905038334429	
7.07	7.35787593573332	7.07	7.73878466896713	
7.08	6.95235912501812	7.08	7.37905038334429	
7.09	7.04247397184372	7.09	7.78375145466998	
7.1	6.99741654843092	7.1	7.51395074045286	
7.11	6.63695716112852	7.11	7.42401716904715	
7.12	6.86224427819252	7.12	7.37905038334429	
7.13	6.54684231430292	7.13	7.42401716904715	
7.14	6.59189973771572	7.14	7.19918324053288	
7.15	6.86224427819252	7.15	7.64885109756142	
7.16	6.23144035041332	7.16	6.83944895491004	
7.17	7.08753139525652	7.17	7.64885109756142	
7.18	6.00615323334932	7.18	6.61461502639577	
7.19	5.46546415239573	7.19	6.20991395507008	
7.2	5.69075126945972	7.2	6.29984752647579	
7.21	5.01488991826773	7.21	5.85017966944724	
7.22	5.15006218850613	7.22	6.03004681225866	
7.23	4.74454537779093	7.23	5.44547859812155	
7.24	4.20385629683733	7.24	4.99581074109301	
7.25	4.83466022461653	7.25	5.58037895523012	
7.26	4.02362660318613	7.26	4.63607645547017	
7.27	3.30270782858133	7.27	4.23137538414449	
7.28	3.39282267540693	7.28	4.00654145563021	
7.29	2.58178905397654	7.29	3.37700645579025	
7.3	2.67190390080214	7.3	3.37700645579025	
7.31	1.95098512619734	7.31	2.79243824165314	
7.32	1.95098512619734	7.32	2.61257109884173	
7.33	1.41029604524374	7.33	2.02800288470462	
7.34	1.27512377500534	7.34	2.16290324181318	
7.35	0.824549540877342	7.35	1.3535010991618	
7.36	0.689377270638943	7.36	1.48840145627037	
7.37	0.148688189685345	7.37	0.723966099321842	
7.38	-0.527173161506653	7.38	0.274298242293298	
7.39	-0.662345431745052	7.39	-0.130402829032391	
7.4	-1.42832162976265	7.4	-0.849871400278062	
7.41	-0.932689972221851	7.41	-0.490137114655226	
7.42	-2.19429782778025	7.42	-1.56933997152373	
7.43	-1.78878101706505	7.43	-1.2096056859009	
7.44	-2.50969979166985	7.44	-2.10894139995798	
7.45	-3.00533144921064	7.45	-2.33377532847226	
7.46	-3.27567598968744	7.46	-2.82840997120366	
7.47	-4.04165218770504	7.47	-3.45794497104362	
7.48	-3.68119280040264	7.48	-3.32304461393505	
7.49	-4.58234126865864	7.49	-4.22238032799214	
7.5	-4.53728384524584	7.5	-4.22238032799214	
7.51	-5.12303034961224	7.51	-4.58211461361498	
7.52	-5.12303034961224	7.52	-4.89688211353496	
7.53	-5.84394912421703	7.53	-5.48145032767206	
7.54	-4.85268580913544	7.54	-4.71701497072354	
7.55	-6.06923624128103	7.55	-5.88615139899775	
7.56	-5.75383427739143	7.56	-5.43648354196921	
7.57	-6.47475305199623	7.57	-6.38078604172915	
7.58	-6.56486789882183	7.58	-6.24588568462059	
7.59	-6.83521243929863	7.59	-6.78548711305484	
7.6	-7.42095894366503	7.6	-7.19018818438053	
7.61	-6.70004016906023	7.61	-6.60561997024342	
7.62	-7.33084409683943	7.62	-7.37005532719195	
7.63	-6.51981047540903	7.63	-6.60561997024342	
7.64	-7.73636090755463	7.64	-7.81972318422049	
7.65	-6.83521243929863	7.65	-6.9203874701634	
7.66	-7.69130348414183	7.66	-7.86468996992335	
7.67	-8.00670544803143	7.67	-8.04455711273476	
7.68	-7.55613121390343	7.68	-7.77475639851764	
7.69	-7.69130348414183	7.69	-7.9096567556262	
7.7	-7.46601636707783	7.7	-7.4150221128948	
7.71	-7.55613121390343	7.71	-7.9096567556262	
7.72	-7.33084409683943	7.72	-7.37005532719195	
7.73	-7.37590152025223	7.73	-7.68482282711193	
7.74	-7.15061440318823	7.74	-7.23515497008339	
7.75	-7.10555697977543	7.75	-7.50495568430051	
7.76	-7.46601636707783	7.76	-7.63985604140908	
7.77	-6.47475305199623	7.77	-6.9203874701634	
7.78	-7.01544213294983	7.78	-7.32508854148909	
7.79	-5.84394912421703	7.79	-6.3358192560263	
7.8	-6.24946593493223	7.8	-6.65058675594628	
7.81	-6.33958078175783	7.81	-6.74052032735199	
7.82	-5.25820261985064	7.82	-5.66131747048348	
7.83	-5.52854716032743	7.83	-5.93111818470061	
7.84	-5.66371943056583	7.84	-5.93111818470061	
7.85	-4.80762838572264	7.85	-5.25661639915779	
7.86	-4.35705415159464	7.86	-4.71701497072354	
7.87	-4.35705415159464	7.87	-4.89688211353496	
7.88	-4.44716899842024	7.88	-4.80694854212925	
7.89	-2.91521660238504	7.89	-3.50291175674647	
7.9	-3.32073341310024	7.9	-3.81767925666645	
7.91	-3.05038887262344	7.91	-3.32304461393505	
7.92	-2.73498690873384	7.92	-3.2780778282322	
7.93	-1.74372359365225	7.93	-2.19887497136369	
7.94	-1.56349390000105	7.94	-2.06397461425513	
7.95	-1.69866617023945	7.95	-2.2888085427694	
7.96	-0.932689972221851	7.96	-1.47940640011802	
7.97	-1.11291966587305	7.97	-1.61430675722659	
7.98	0.419032730162144	7.98	-0.130402829032391	
7.99	-0.211771197617054	7.99	-0.759937828872353	
8	0.779492117464542	8	0.229331456590444	
8.01	0.464090153574944	8.01	0.139397885184735	
8.02	1.04983665794134	8.02	0.589065742213279	
8.03	2.17627224326134	8.03	1.71323538478464	
8.04	1.90592770278454	8.04	1.44343467056751	
8.05	1.95098512619734	8.05	1.57833502767608	
8.06	3.48293752223253	8.06	2.97230538446456	
8.07	2.80707617104053	8.07	2.38773717032745	
8.08	3.79833948612213	8.08	3.3320396700874	
8.09	3.39282267540693	8.09	3.06223895587027	
8.1	4.78960280120373	8.1	4.32130895555019	
8.11	3.93351175636053	8.11	3.64680717000738	
8.12	4.60937310755253	8.12	4.32130895555019	
8.13	4.92477507144213	8.13	4.86091038398445	
8.14	4.96983249485493	8.14	4.72601002687588	
8.15	5.15006218850613	8.15	5.17567788390443	
8.16	5.55557899922132	8.16	5.35554502671584	
8.17	6.32155519723892	8.17	6.25488074077293	
8.18	5.82592353969812	8.18	5.67031252663583	
8.19	7.13258881866932	8.19	6.92938252631575	
8.2	6.09626808017492	8.2	6.07501359796152	
8.21	7.44799078255892	8.21	7.33408359764144	
8.22	6.32155519723892	8.22	6.4797146692872	
8.23	7.04247397184372	8.23	7.01931609772146	
8.24	7.22270366549492	8.24	7.42401716904715	
8.25	6.95235912501812	8.25	6.9743493120186	
8.26	7.22270366549492	8.26	7.24415002623573	
8.27	6.95235912501812	8.27	7.06428288342431	
8.28	7.35787593573332	8.28	7.73878466896713	
8.29	7.13258881866932	8.29	7.24415002623573	
8.3	7.71833532303572	8.3	8.00858538318425	
8.31	6.99741654843092	8.31	7.19918324053288	
8.32	7.31281851232052	8.32	7.55891752615571	
8.33	6.72707200795412	8.33	7.01931609772146	
8.34	6.99741654843092	8.34	7.28911681193858	
8.35	6.50178489089012	8.35	6.83944895491004	
8.36	6.50178489089012	8.36	7.15421645483002	
8.37	7.26776108890772	8.37	7.60388431185856	
8.38	6.14132550358772	8.38	6.56964824069291	
8.39	6.36661262065172	8.39	7.01931609772146	
8.4	6.00615323334932	8.4	6.43474788358435	
8.41	5.37534930557013	8.41	5.98508002655581	
8.42	5.60063642263412	8.42	6.11998038366437	
8.43	5.24017703533173	8.43	5.71527931233868	
8.44	4.87971764802933	8.44	5.67031252663583	
8.45	4.74454537779093	8.45	5.31057824101299	
8.46	5.05994734168053	8.46	5.71527931233868	
8.47	4.15879887342453	8.47	4.68104324117303	
8.48	4.02362660318613	8.48	4.81594359828159	
8.49	3.61810979247093	8.49	4.18640859844163	
8.5	3.12247813493013	8.5	3.64680717000738	
8.51	3.57305236905813	8.51	4.14144181273878	
8.52	2.04109997302294	8.52	2.79243824165314	
8.53	2.85213359445333	8.53	3.37700645579025	
8.54	1.59052573889494	8.54	2.16290324181318	
8.55	1.27512377500534	8.55	2.16290324181318	
8.56	0.779492117464542	8.56	1.39846788486466	
8.57	1.41029604524374	8.57	2.02800288470462	
8.58	0.509147576987743	8.58	1.08370038494468	
8.59	-0.482115738093853	8.59	0.184364670887589	
8.6	-0.301886044442654	8.6	0.589065742213279	
8.61	-0.887632548809052	8.61	-0.265303186140954	
8.62	-0.662345431745052	8.62	6.17283950617284	
8.63	-1.92395328730345	8.63	-1.29953925730661	
8.64	-1.51843647658825	8.64	6.17283950617284	
8.65	-2.50969979166985	8.65	-1.92907425714657	
8.66	-2.68992948532104	8.66	-1.88410747144371	
8.67	-3.18556114286184	8.67	-2.64854282839224	
8.68	-2.64487206190825	8.68	-2.15390818566084	
8.69	-4.22188188135624	8.69	-3.59284532815218	
8.7	-3.45590568333864	8.7	-2.96331032831222	
8.71	-4.76257096230984	8.71	-4.17741354228929	
8.72	-4.35705415159464	8.72	-3.72774568526074	
8.73	-5.30326004326344	8.73	-4.76198175642639	
8.74	-5.21314519643784	8.74	-4.53714782791212	
8.75	-5.66371943056583	8.75	-5.12171604204923	
8.76	-6.29452335834503	8.76	-5.70628425618634	
8.77	-5.30326004326344	8.77	-4.98681568494067	
8.78	-6.79015501588583	8.78	-6.15595211321488	
8.79	-6.47475305199623	8.79	-5.8411846132949	
8.8	-6.88026986271143	8.8	-6.47071961313486	
8.81	-6.60992532223463	8.81	-6.11098532751203	
8.82	-7.28578667342663	8.82	-6.9203874701634	
8.83	-6.79015501588583	8.83	-6.3358192560263	
8.84	-7.64624606072903	8.84	-7.37005532719195	
8.85	-6.79015501588583	8.85	-6.47071961313486	
8.86	-7.82647575438023	8.86	-7.59488925570622	
8.87	-7.82647575438023	8.87	-7.28012175578624	
8.88	-7.64624606072903	8.88	-7.4150221128948	
8.89	-8.09682029485703	8.89	-7.72978961281478	
8.9	-7.82647575438023	8.9	-7.68482282711193	
8.91	-7.28578667342663	8.91	-7.05528782727197	
8.92	-7.69130348414183	8.92	-7.54992247000337	
8.93	-8.05176287144423	8.93	-7.81972318422049	
8.94	-6.97038470953703	8.94	-6.74052032735199	
8.95	-7.37590152025223	8.95	-7.4150221128948	
8.96	-7.69130348414183	8.96	-7.63985604140908	
8.97	-6.65498274564743	8.97	-6.74052032735199	
8.98	-7.46601636707783	8.98	-7.4150221128948	
8.99	-6.83521243929863	8.99	-6.87542068446055	
9	-7.01544213294983	9	-6.96535425586626	
9.01	-6.38463820517063	9.01	-6.56065318454057	
9.02	-6.65498274564743	9.02	-6.65058675594628	
9.03	-6.02417881786823	9.03	-6.20091889891773	
9.04	-6.06923624128103	9.04	-6.20091889891773	
9.05	-4.71751353889704	9.05	-4.98681568494067	
9.06	-5.48348973691463	9.06	-5.66131747048348	
9.07	-4.85268580913544	9.07	-4.80694854212925	
9.08	-4.71751353889704	9.08	-5.03178247064352	
9.09	-4.35705415159464	9.09	-4.40224747080356	
9.1	-3.41084825992584	9.1	-3.63781211385503	
9.11	-3.72625022381544	9.11	-4.04251318518072	
9.12	-2.73498690873384	9.12	-3.18814425682649	
9.13	-3.09544629603624	9.13	-3.50291175674647	
9.14	-1.96901071071625	9.14	-2.2888085427694	
9.15	-2.10418298095465	9.15	-2.46867568558082	
9.16	-2.10418298095465	9.16	-2.46867568558082	
9.17	-0.662345431745052	9.17	-1.2096056859009	
9.18	-1.38326420634985	9.18	-1.74920711433515	
9.19	-0.527173161506653	9.19	-1.02973854308948	
9.2	-0.662345431745052	9.2	-0.93980497168377	
9.21	0.779492117464542	9.21	0.184364670887589	
9.22	0.238803036510944	9.22	-0.175369614735246	
9.23	0.734434694051743	9.23	0.454165385104716	
9.24	1.27512377500534	9.24	0.858866456430405	
9.25	1.68064058572054	9.25	1.44343467056751	
9.26	2.04109997302294	9.26	1.57833502767608	
9.27	2.08615739643574	9.27	1.62330181337893	
9.28	3.48293752223253	9.28	2.97230538446456	
9.29	2.76201874762774	9.29	2.38773717032745	
9.3	3.43788009881973	9.3	2.88237181305885	
9.31	3.34776525199413	9.31	3.06223895587027	
9.32	6.66666666666667	9.32	4.32130895555019	
9.33	4.24891372025013	9.33	3.78170752711594	
9.34	4.83466022461653	9.34	4.36627574125305	
9.35	4.56431568413973	9.35	4.32130895555019	
9.36	6.00615323334932	9.36	5.62534574093297	
9.37	5.42040672898293	9.37	5.04077752679586	
9.38	6.36661262065172	9.38	6.07501359796152	
9.39	6.05121065676212	9.39	5.62534574093297	
9.4	6.90730170160532	9.4	6.56964824069291	
9.41	6.23144035041332	9.41	5.85017966944724	
9.42	7.13258881866932	9.42	6.70454859780148	
9.43	6.54684231430292	9.43	6.20991395507008	
9.44	6.54684231430292	9.44	6.52468145499006	
9.45	7.04247397184372	9.45	6.74951538350433	
9.46	7.22270366549492	9.46	7.24415002623573	
9.47	7.08753139525652	9.47	6.79448216920719	
9.48	7.85350759327412	9.48	7.55891752615571	
9.49	6.86224427819252	9.49	6.79448216920719	
9.5	8.12385213375092	9.5	7.91865181177855	
9.51	7.31281851232052	9.51	7.10924966912717	
9.52	7.22270366549492	9.52	7.37905038334429	
9.53	7.17764624208212	9.53	7.06428288342431	
9.54	6.99741654843092	9.54	7.15421645483002	
9.55	7.67327789962292	9.55	7.69381788326427	
9.56	6.90730170160532	9.56	6.83944895491004	
9.57	6.72707200795412	9.57	6.74951538350433	
9.58	6.50178489089012	9.58	6.74951538350433	
9.59	7.44799078255892	9.59	7.46898395475	
9.6	6.00615323334932	9.6	6.20991395507008	
9.61	6.23144035041332	9.61	6.3897810978815	
9.62	5.96109580993652	9.62	6.29984752647579	
9.63	5.87098096311092	9.63	6.03004681225866	
9.64	5.46546415239573	9.64	5.85017966944724	
9.65	5.37534930557013	9.65	5.49044538382441	
9.66	4.78960280120373	9.66	5.26561145531014	
9.67	4.83466022461653	9.67	4.99581074109301	
9.68	4.38408599048853	9.68	4.63607645547017	
9.69	4.33902856707573	9.69	4.77097681257874	
9.7	3.75328206270933	9.7	4.05150824133307	
9.71	3.43788009881973	9.71	4.00654145563021	
9.72	3.07742071151733	9.72	3.42197324149311	
9.73	2.53673163056374	9.73	3.15217252727598	
9.74	2.40155936032534	9.74	2.74747145595029	
9.75	1.95098512619734	9.75	2.61257109884173	
9.76	2.49167420715094	9.76	2.79243824165314	
9.77	1.36523862183094	9.77	1.71323538478464	
9.78	0.509147576987743	9.78	1.08370038494468	
9.79	1.36523862183094	9.79	1.75820217048749	
9.8	-0.211771197617054	9.8	0.364231813699007	
9.81	-0.166713774204254	9.81	0.319265027996153	
9.82	-0.887632548809052	9.82	-0.355236757546663	
9.83	-0.392000891268253	9.83	0.184364670887589	
9.84	-1.69866617023945	9.84	-1.07470532879233	
9.85	-1.87889586389065	9.85	-1.07470532879233	
9.86	-2.10418298095465	9.86	-1.61430675722659	
9.87	-2.91521660238504	9.87	-2.24384175706655	
9.88	-2.87015917897224	9.88	-2.37874211417511	
9.89	-3.14050371944904	9.89	-2.2888085427694	
9.9	-3.72625022381544	9.9	-3.14317747112364	
9.91	-3.27567598968744	9.91	-2.64854282839224	
9.92	-4.67245611548424	9.92	-3.99754639947787	
9.93	-4.62739869207144	9.93	-3.7727124709636	
9.94	-4.35705415159464	9.94	-3.86264604236931	
9.95	-5.61866200715303	9.95	-4.94184889923781	
9.96	-5.30326004326344	9.96	-4.49218104220927	
9.97	-5.84394912421703	9.97	-5.30158318486065	
9.98	-5.48348973691463	9.98	-4.80694854212925	
9.99	-6.47475305199623	9.99	-5.8411846132949	
10	-5.88900654762983	10	-5.30158318486065	
10.01	-6.65498274564743	10.01	-6.06601854180917	
10.02	-7.28578667342663	10.02	-6.51568639883772	
10.03	-7.10555697977543	10.03	-6.56065318454057	
10.04	-7.60118863731623	10.04	-7.01032104156911	
10.05	-6.97038470953703	10.05	-6.3358192560263	
10.06	-7.91659060120583	10.06	-7.19018818438053	
10.07	-7.24072925001383	10.07	-6.87542068446055	
10.08	-7.82647575438023	10.08	-7.32508854148909	
10.09	-8.18693514168262	10.09	-7.50495568430051	
10.1	-6.92532728612423	10.1	-6.56065318454057	
10.11	-8.05176287144423	10.11	-7.59488925570622	
10.12	-6.97038470953703	10.12	-6.65058675594628	
10.13	-7.96164802461863	10.13	-7.59488925570622	
10.14	-6.92532728612423	10.14	-6.60561997024342	
10.15	-7.87153317779303	10.15	-7.45998889859766	
10.16	-7.55613121390343	10.16	-7.23515497008339	
10.17	-7.82647575438023	10.17	-7.28012175578624	
10.18	-6.92532728612423	10.18	-6.65058675594628	
10.19	-7.51107379049063	10.19	-7.23515497008339	
10.2	-6.42969562858343	10.2	-6.24588568462059	
10.21	-7.42095894366503	10.21	-6.96535425586626	
10.22	-6.20440851151943	10.22	-6.11098532751203	
10.23	-6.47475305199623	10.23	-6.29085247032344	
10.24	-6.24946593493223	10.24	-5.75125104188919	
10.25	-6.02417881786823	10.25	-5.88615139899775	
10.26	-5.39337489008904	10.26	-5.07674925634637	
10.27	-5.43843231350183	10.27	-5.39151675626636	
10.28	-5.57360458374023	10.28	-5.25661639915779	
10.29	-4.94280065596104	10.29	-4.8519153278321	
10.3	-4.94280065596104	10.3	-4.71701497072354	
10.31	-3.59107795357704	10.31	-3.50291175674647	
10.32	-3.95153734087944	10.32	-3.99754639947787	
10.33	-3.68119280040264	10.33	-3.45794497104362	
10.34	-3.32073341310024	10.34	-3.41297818534076	
10.35	-3.23061856627464	10.35	-3.14317747112364	
10.36	-2.59981463849545	10.36	-2.73847639979795	
10.37	-2.46464236825705	10.37	-2.42370889987797	
10.38	-1.33820678293705	10.38	-1.56933997152373	
10.39	-1.42832162976265	10.39	-1.61430675722659	
10.4	-0.211771197617054	10.4	-0.490137114655226	
10.41	-0.797517701983452	10.41	-0.984771757386625	
10.42	0.689377270638943	10.42	0.364231813699007	
10.43	0.0135159194469452	10.43	-0.2203364004381	
10.44	1.27512377500534	10.44	0.993766813538969	
10.45	0.644319847226143	10.45	0.454165385104716	
10.46	2.13121481984854	10.46	1.62330181337893	
10.47	1.63558316230774	10.47	1.21860074205324	
10.48	2.49167420715094	10.48	2.07296967040747	
10.49	2.04109997302294	10.49	1.8481357418932	
10.5	3.16753555834293	10.5	2.74747145595029	
10.51	2.80707617104053	10.51	2.61257109884173	
10.52	3.61810979247093	10.52	3.28707288438454	
10.53	3.48293752223253	10.53	3.24210609868169	
10.54	4.20385629683733	10.54	3.78170752711594	
10.55	4.56431568413973	10.55	4.32130895555019	
10.56	4.69948795437813	10.56	4.27634216984734	
10.57	4.92477507144213	10.57	4.72601002687588	
10.58	5.37534930557013	10.58	4.95084395539016	
10.59	5.69075126945972	10.59	5.53541216952726	
10.6	6.41167004406452	10.6	6.07501359796152	
10.61	6.14132550358772	10.61	5.71527931233868	
10.62	5.96109580993652	10.62	5.58037895523012	
10.63	6.63695716112852	10.63	6.29984752647579	
10.64	6.18638292700052	10.64	5.98508002655581	
10.65	7.40293335914612	10.65	7.06428288342431	
10.66	6.68201458454132	10.66	6.29984752647579	
10.67	7.13258881866932	10.67	6.9743493120186	
10.68	7.98867986351252	10.68	7.51395074045286	
10.69	7.17764624208212	10.69	6.79448216920719	
10.7	7.08753139525652	10.7	6.70454859780148	
10.71	7.53810562938452	10.71	7.37905038334429	
