Temps	Pendule{1}	Temps	Pendule{2}	Var
10.72	7.17764624208212	10.72	6.74951538350433	
10.73	8.07879471033812	10.73	7.64885109756142	
10.74	7.08753139525652	10.74	6.74951538350433	
10.75	7.76339274644852	10.75	7.37905038334429	
10.76	6.90730170160532	10.76	6.83944895491004	
10.77	7.76339274644852	10.77	7.33408359764144	
10.78	6.68201458454132	10.78	6.52468145499006	
10.79	7.76339274644852	10.79	7.42401716904715	
10.8	6.81718685477972	10.8	6.52468145499006	
10.81	6.32155519723892	10.81	6.29984752647579	
10.82	6.36661262065172	10.82	6.16494716936722	
10.83	6.18638292700052	10.83	6.25488074077293	
10.84	5.91603838652372	10.84	5.71527931233868	
10.85	5.46546415239573	10.85	5.53541216952726	
10.86	5.42040672898293	10.86	5.26561145531014	
10.87	4.83466022461653	10.87	4.9058771696873	
10.88	4.96983249485493	10.88	4.77097681257874	
10.89	4.56431568413973	10.89	4.68104324117303	
10.9	4.42914341390133	10.9	4.36627574125305	
10.91	3.70822463929653	10.91	3.8266743128188	
10.92	3.84339690953493	10.92	3.78170752711594	
10.93	3.03236328810453	10.93	3.19713931297883	
10.94	3.16753555834293	10.94	3.15217252727598	
10.95	2.67190390080214	10.95	2.70250467024744	
10.96	1.99604254961014	10.96	2.25283681321889	
10.97	2.04109997302294	10.97	2.16290324181318	
10.98	1.27512377500534	10.98	1.57833502767608	
10.99	1.54546831548214	10.99	1.66826859908178	
11	0.464090153574944	11	0.723966099321842	
11.01	1.32018119841814	11.01	1.44343467056751	
11.02	-0.256828621029854	11.02	0.00449752807617188	
11.03	0.599262423813343	11.03	0.678999313618988	
11.04	-1.02280481904745	11.04	-0.62503747176379	
11.05	-0.527173161506653	11.05	-0.2203364004381	
11.06	-1.47337905317545	11.06	-1.2096056859009	
11.07	-1.56349390000105	11.07	-1.02973854308948	
11.08	-2.14924040436745	11.08	-1.88410747144371	
11.09	-2.91521660238504	11.09	-2.33377532847226	
11.1	-2.14924040436745	11.1	-1.83914068574086	
11.11	-3.32073341310024	11.11	-3.05324389971793	
11.12	-3.18556114286184	11.12	-2.82840997120366	
11.13	-4.35705415159464	11.13	-3.90761282807216	
11.14	-3.50096310675144	11.14	-3.09821068542078	
11.15	-4.67245611548424	11.15	-4.267347113695	
11.16	-5.21314519643784	11.16	-4.49218104220927	
11.17	-5.21314519643784	11.17	-4.76198175642639	
11.18	-5.88900654762983	11.18	-5.12171604204923	
11.19	-5.84394912421703	11.19	-5.39151675626636	
11.2	-6.42969562858343	11.2	-5.8411846132949	
11.21	-5.66371943056583	11.21	-5.07674925634637	
11.22	-6.56486789882183	11.22	-6.11098532751203	
11.23	-6.29452335834503	11.23	-5.61635068478063	
11.24	-7.19567182660103	11.24	-6.65058675594628	
11.25	-6.24946593493223	11.25	-5.79621782759205	
11.26	-7.46601636707783	11.26	-6.96535425586626	
11.27	-7.37590152025223	11.27	-6.51568639883772	
11.28	-6.88026986271143	11.28	-6.38078604172915	
11.29	-7.87153317779303	11.29	-7.32508854148909	
11.3	-6.92532728612423	11.3	-6.51568639883772	
11.31	-8.14187771826982	11.31	-7.45998889859766	
11.32	-7.91659060120583	11.32	-7.10025461297482	
11.33	-6.97038470953703	11.33	-6.47071961313486	
11.34	-8.05176287144423	11.34	-7.50495568430051	
11.35	-7.28578667342663	11.35	-6.8304538987577	
11.36	-7.73636090755463	11.36	-6.96535425586626	
11.37	-7.60118863731623	11.37	-7.14522139867768	
11.38	-7.55613121390343	11.38	-6.74052032735199	
11.39	-7.51107379049063	11.39	-7.01032104156911	
11.4	-6.56486789882183	11.4	-6.02105175610632	
11.41	-7.51107379049063	11.41	-6.96535425586626	
11.42	-7.01544213294983	11.42	-6.56065318454057	
11.43	-7.28578667342663	11.43	-6.60561997024342	
11.44	-5.88900654762983	11.44	-5.43648354196921	
11.45	-6.42969562858343	11.45	-6.02105175610632	
11.46	-6.65498274564743	11.46	-6.11098532751203	
11.47	-5.84394912421703	11.47	-5.43648354196921	
11.48	-5.93406397104263	11.48	-5.25661639915779	
11.49	-5.16808777302504	11.49	-4.8519153278321	
11.5	-5.43843231350183	11.5	-4.80694854212925	
11.51	-4.49222642183304	11.51	-4.22238032799214	
11.52	-4.58234126865864	11.52	-4.31231389939785	
11.53	-4.62739869207144	11.53	-4.08747997088358	
11.54	-3.86142249405384	11.54	-3.59284532815218	
11.55	-3.86142249405384	11.55	-3.50291175674647	
11.56	-2.82510175555944	11.56	-2.60357604268938	
11.57	-2.91521660238504	11.57	-2.64854282839224	
11.58	-1.78878101706505	11.58	-1.65927354292944	
11.59	-2.46464236825705	11.59	-2.15390818566084	
11.6	-1.69866617023945	11.6	-1.56933997152373	
11.61	-1.78878101706505	11.61	-1.43443961441517	
11.62	-0.842575125396252	11.62	-0.759937828872353	
11.63	-0.842575125396252	11.63	-0.670004257466644	
11.64	0.734434694051743	11.64	0.723966099321842	
11.65	0.058573342859745	11.65	0.0944310994818807	
11.66	0.824549540877342	11.66	0.768932885024697	
11.67	0.959721811115742	11.67	0.948800027836114	
11.68	2.04109997302294	11.68	1.93806931329891	
11.69	1.36523862183094	11.69	1.48840145627037	
11.7	2.89719101786613	11.7	2.837405027356	
11.71	2.13121481984854	11.71	2.16290324181318	
11.72	2.85213359445333	11.72	2.74747145595029	
11.73	2.85213359445333	11.73	2.88237181305885	
11.74	4.24891372025013	11.74	4.00654145563021	
11.75	3.70822463929653	11.75	3.55687359860167	
11.76	3.84339690953493	11.76	3.9166078842245	
11.77	4.74454537779093	11.77	4.77097681257874	
11.78	4.65443053096533	11.78	4.4112425269559	
11.79	5.82592353969812	11.79	5.58037895523012	
11.8	4.92477507144213	11.8	4.9058771696873	
11.81	6.32155519723892	11.81	6.07501359796152	
11.82	5.46546415239573	11.82	5.44547859812155	
11.83	6.09626808017492	11.83	5.80521288374439	
11.84	5.82592353969812	11.84	5.71527931233868	
11.85	6.72707200795412	11.85	6.3897810978815	
11.86	6.50178489089012	11.86	6.16494716936722	
11.87	7.17764624208212	11.87	6.9743493120186	
11.88	6.86224427819252	11.88	6.43474788358435	
11.89	6.81718685477972	11.89	6.74951538350433	
11.9	6.90730170160532	11.9	6.52468145499006	
11.91	7.22270366549492	11.91	7.06428288342431	
11.92	7.17764624208212	11.92	6.79448216920719	
11.93	7.67327789962292	11.93	7.42401716904715	
11.94	6.95235912501812	11.94	6.61461502639577	
11.95	7.89856501668692	11.95	7.46898395475	
11.96	6.95235912501812	11.96	6.61461502639577	
11.97	8.07879471033812	11.97	7.55891752615571	
11.98	6.95235912501812	11.98	6.52468145499006	
11.99	7.49304820597172	11.99	7.01931609772146	
12	6.72707200795412	12	6.56964824069291	
12.01	7.08753139525652	12.01	6.65958181209862	
12.02	6.72707200795412	12.02	6.25488074077293	
12.03	6.72707200795412	12.03	6.4797146692872	
12.04	6.14132550358772	12.04	5.76024609804153	
12.05	6.63695716112852	12.05	6.3897810978815	
12.06	5.96109580993652	12.06	5.62534574093297	
12.07	5.78086611628532	12.07	5.62534574093297	
12.08	5.51052157580853	12.08	5.17567788390443	
12.09	4.87971764802933	12.09	4.68104324117303	
12.1	5.64569384604692	12.1	5.17567788390443	
12.11	4.56431568413973	12.11	4.23137538414449	
12.12	5.05994734168053	12.12	4.72601002687588	
12.13	3.84339690953493	12.13	3.55687359860167	
12.14	4.56431568413973	12.14	4.18640859844163	
12.15	3.12247813493013	12.15	2.88237181305885	
12.16	3.25765040516853	12.16	2.97230538446456	
12.17	2.26638709008694	12.17	2.20787002751604	
12.18	2.40155936032534	12.18	2.16290324181318	
12.19	1.59052573889494	12.19	1.48840145627037	
12.2	1.86087027937174	12.2	1.62330181337893	
12.21	0.914664387702942	12.21	0.768932885024697	
12.22	1.41029604524374	12.22	1.12866717064753	
12.23	0.464090153574944	12.23	0.274298242293298	
12.24	0.283860459923744	12.24	0.319265027996153	
12.25	-0.301886044442654	12.25	-0.445170328952372	
12.26	-0.887632548809052	12.26	-0.759937828872353	
12.27	-0.977747395634651	12.27	-1.11967211449519	
12.28	-0.842575125396252	12.28	-0.849871400278062	
12.29	-1.78878101706505	12.29	-1.92907425714657	
12.3	-2.55475721508265	12.3	-2.42370889987797	
12.31	-1.92395328730345	12.31	-1.97404104284942	
12.32	-3.09544629603624	12.32	-3.05324389971793	
12.33	-2.64487206190825	12.33	-2.55860925698653	
12.34	-3.81636507064104	12.34	-3.7727124709636	
12.35	-3.09544629603624	12.35	-3.09821068542078	
12.36	-4.40211157500744	12.36	-4.3572806851007	
12.37	-4.67245611548424	12.37	-4.31231389939785	
12.38	-4.94280065596104	12.38	-4.80694854212925	
12.39	-5.57360458374023	12.39	-5.30158318486065	
12.4	-5.48348973691463	12.4	-5.3465499705635	
12.41	-6.02417881786823	12.41	-5.57138389907777	
12.42	-6.02417881786823	12.42	-5.75125104188919	
12.43	-6.56486789882183	12.43	-6.24588568462059	
12.44	-6.42969562858343	12.44	-6.20091889891773	
12.45	-7.06049955636263	12.45	-6.60561997024342	
12.46	-6.33958078175783	12.46	-6.11098532751203	
12.47	-7.19567182660103	12.47	-6.87542068446055	
12.48	-6.60992532223463	12.48	-6.15595211321488	
12.49	-7.33084409683943	12.49	-7.01032104156911	
12.5	-6.60992532223463	12.5	-6.24588568462059	
12.51	-7.64624606072903	12.51	-7.32508854148909	
12.52	-6.83521243929863	12.52	-6.47071961313486	
12.53	-7.78141833096743	12.53	-7.37005532719195	
12.54	-6.83521243929863	12.54	-6.51568639883772	
12.55	-8.14187771826982	12.55	-7.45998889859766	
12.56	-7.64624606072903	12.56	-7.19018818438053	
12.57	-8.09682029485703	12.57	-7.37005532719195	
12.58	-7.60118863731623	12.58	-7.10025461297482	
12.59	-7.91659060120583	12.59	-7.10025461297482	
12.6	-7.73636090755463	12.6	-7.23515497008339	
12.61	-6.51981047540903	12.61	-6.06601854180917	
12.62	-7.60118863731623	12.62	-6.96535425586626	
12.63	-6.29452335834503	12.63	-5.8411846132949	
12.64	-7.06049955636263	12.64	-6.56065318454057	
12.65	-5.97912139445543	12.65	-5.48145032767206	
12.66	-6.74509759247303	12.66	-6.20091889891773	
12.67	-5.52854716032743	12.67	-5.07674925634637	
12.68	-6.11429366469383	12.68	-5.57138389907777	
12.69	-6.20440851151943	12.69	-5.57138389907777	
12.7	-4.85268580913544	12.7	-4.3572806851007	
12.71	-5.39337489008904	12.71	-4.89688211353496	
12.72	-4.35705415159464	12.72	-3.81767925666645	
12.73	-4.76257096230984	12.73	-4.267347113695	
12.74	-3.63613537698984	12.74	-3.23311104252934	
12.75	-4.53728384524584	12.75	-3.95257961377501	
12.76	-3.77130764722824	12.76	-3.2780778282322	
12.77	-3.86142249405384	12.77	-3.23311104252934	
12.78	-2.96027402579784	12.78	-2.24384175706655	
12.79	-2.05912555754185	12.79	-1.65927354292944	
12.8	-2.64487206190825	12.8	-2.19887497136369	
12.81	-1.29314935952425	12.81	-0.804904614575207	
12.82	-1.74372359365225	12.82	-1.29953925730661	
12.83	-0.797517701983452	12.83	-0.2203364004381	
12.84	-1.02280481904745	12.84	-0.62503747176379	
12.85	-0.301886044442654	12.85	0.319265027996153	
12.86	-0.346943467855453	12.86	0.0494643137790263	
12.87	1.04983665794134	12.87	1.3535010991618	
12.88	0.509147576987743	12.88	0.768932885024697	
12.89	1.54546831548214	12.89	1.98303609900177	
12.9	1.27512377500534	12.9	1.53336824197322	
12.91	1.59052573889494	12.91	2.16290324181318	
12.92	2.08615739643574	12.92	2.3427703846246	
12.93	2.26638709008694	12.93	2.79243824165314	
12.94	2.85213359445333	12.94	3.06223895587027	
12.95	3.03236328810453	12.95	3.24210609868169	
12.96	3.43788009881973	12.96	3.87164109852165	
12.97	3.79833948612213	12.97	3.96157466992736	
12.98	4.56431568413973	12.98	4.86091038398445	
12.99	4.24891372025013	12.99	4.32130895555019	
13	4.83466022461653	13	4.95084395539016	
13.01	4.56431568413973	13.01	4.86091038398445	
13.02	6.5679012345679	13.02	6.07501359796152	
13.03	5.46546415239573	13.03	5.53541216952726	
13.04	6.50178489089012	13.04	6.52468145499006	
13.05	5.55557899922132	13.05	5.67031252663583	
13.06	6.09626808017492	13.06	6.03004681225866	
13.07	6.14132550358772	13.07	6.43474788358435	
13.08	6.41167004406452	13.08	6.29984752647579	
13.09	7.26776108890772	13.09	7.28911681193858	
13.1	6.36661262065172	13.1	6.3897810978815	
13.11	7.35787593573332	13.11	7.19918324053288	
13.12	6.59189973771572	13.12	6.65958181209862	
13.13	7.89856501668692	13.13	7.69381788326427	
13.14	6.77212943136692	13.14	6.65958181209862	
13.15	7.62822047621012	13.15	7.33408359764144	
13.16	6.86224427819252	13.16	6.65958181209862	
13.17	7.62822047621012	13.17	7.28911681193858	
13.18	7.04247397184372	13.18	7.01931609772146	
13.19	7.13258881866932	13.19	6.79448216920719	
13.2	7.71833532303572	13.2	7.42401716904715	
13.21	6.90730170160532	13.21	6.61461502639577	
13.22	6.86224427819252	13.22	6.74951538350433	
13.23	6.68201458454132	13.23	6.34481431217864	
13.24	6.59189973771572	13.24	6.52468145499006	
13.25	6.41167004406452	13.25	6.03004681225866	
13.26	6.72707200795412	13.26	6.4797146692872	
13.27	5.87098096311092	13.27	5.49044538382441	
13.28	6.45672746747732	13.28	6.11998038366437	
13.29	5.64569384604692	13.29	5.22064466960728	
13.3	5.82592353969812	13.3	5.53541216952726	
13.31	5.05994734168053	13.31	4.59110966976732	
13.32	5.15006218850613	13.32	4.9058771696873	
13.33	4.24891372025013	13.33	3.87164109852165	
13.34	4.56431568413973	13.34	4.32130895555019	
13.35	3.84339690953493	13.35	3.37700645579025	
13.36	4.15879887342453	13.36	3.8266743128188	
13.37	3.34776525199413	13.37	2.92733859876171	
13.38	2.58178905397654	13.38	2.25283681321889	
13.39	2.98730586469173	13.39	2.52263752743602	
13.4	1.95098512619734	13.4	1.57833502767608	
13.41	1.81581285595894	13.41	1.62330181337893	
13.42	1.50041089206934	13.42	1.08370038494468	
13.43	1.36523862183094	13.43	1.12866717064753	
13.44	1.45535346865654	13.44	0.948800027836114	
13.45	0.328917883336544	13.45	-0.175369614735246	
13.46	0.689377270638943	13.46	0.229331456590444	
13.47	-0.707402855157852	13.47	-0.93980497168377	
13.48	-0.662345431745052	13.48	-1.02973854308948	
13.49	-1.47337905317545	13.49	-1.7042403286323	
13.5	-0.662345431745052	13.5	-1.11967211449519	
13.51	-2.05912555754185	13.51	-2.33377532847226	
13.52	-2.10418298095465	13.52	-2.46867568558082	
13.53	-2.91521660238504	13.53	-3.09821068542078	
13.54	-2.19429782778025	13.54	-2.42370889987797	
13.55	-3.50096310675144	13.55	-3.68277889955789	
13.56	-3.59107795357704	13.56	-3.59284532815218	
13.57	-3.81636507064104	13.57	-4.08747997088358	
13.58	-4.53728384524584	13.58	-4.71701497072354	
13.59	-4.17682445794344	13.59	-4.17741354228929	
13.6	-5.16808777302504	13.6	-5.25661639915779	
13.61	-4.31199672818184	13.61	-4.49218104220927	
13.62	-5.66371943056583	13.62	-5.75125104188919	
13.63	-5.79889170080423	13.63	-5.57138389907777	
13.64	-5.97912139445543	13.64	-6.06601854180917	
13.65	-6.42969562858343	13.65	-6.20091889891773	
13.66	-5.52854716032743	13.66	-5.66131747048348	
13.67	-6.74509759247303	13.67	-6.74052032735199	
13.68	-6.42969562858343	13.68	-6.20091889891773	
13.69	-6.92532728612423	13.69	-6.8304538987577	
13.7	-7.46601636707783	13.7	-7.19018818438053	
13.71	-6.65498274564743	13.71	-6.60561997024342	
13.72	-7.33084409683943	13.72	-7.23515497008339	
13.73	-6.47475305199623	13.73	-6.42575282743201	
13.74	-7.73636090755463	13.74	-7.50495568430051	
13.75	-7.28578667342663	13.75	-6.87542068446055	
13.76	-7.55613121390343	13.76	-7.37005532719195	
13.77	-7.87153317779303	13.77	-7.54992247000337	
13.78	-6.65498274564743	13.78	-6.47071961313486	
13.79	-7.87153317779303	13.79	-7.37005532719195	
13.8	-7.42095894366503	13.8	-7.14522139867768	
13.81	-7.78141833096743	13.81	-7.28012175578624	
13.82	-6.42969562858343	13.82	-6.20091889891773	
13.83	-7.19567182660103	13.83	-6.8304538987577	
13.84	-7.24072925001383	13.84	-6.56065318454057	
13.85	-7.01544213294983	13.85	-6.60561997024342	
13.86	-6.60992532223463	13.86	-5.88615139899775	
13.87	-6.56486789882183	13.87	-6.15595211321488	
13.88	-5.61866200715303	13.88	-5.21164961345494	
13.89	-6.20440851151943	13.89	-5.75125104188919	
13.9	-6.24946593493223	13.9	-5.52641711337492	
13.91	-4.89774323254824	13.91	-4.49218104220927	
13.92	-5.88900654762983	13.92	-5.21164961345494	
13.93	-5.12303034961224	13.93	-4.62708139931783	
13.94	-5.25820261985064	13.94	-4.49218104220927	
13.95	-4.53728384524584	13.95	-4.04251318518072	
13.96	-4.71751353889704	13.96	-3.99754639947787	
13.97	-3.90647991746664	13.97	-3.32304461393505	
13.98	-3.99659476429224	13.98	-3.23311104252934	
13.99	-3.23061856627464	13.99	-2.69350961409509	
14	-2.96027402579784	14	-2.37874211417511	
14.01	-2.82510175555944	14.01	-2.24384175706655	
14.02	-1.56349390000105	14.02	-1.07470532879233	
14.03	-2.19429782778025	14.03	-1.61430675722659	
14.04	-1.15797708928585	14.04	-0.445170328952372	
14.05	-1.24809193611145	14.05	-0.670004257466644	
14.06	0.0135159194469452	14.06	0.544098956510425	
14.07	-0.617288008332253	14.07	-0.0404692576266825	
14.08	-0.482115738093853	14.08	0.184364670887589	
14.09	1.04983665794134	14.09	1.53336824197322	
14.1	0.509147576987743	14.1	1.03873359924182	
14.11	1.63558316230774	14.11	2.25283681321889	
14.12	1.41029604524374	14.12	1.89310252759606	
14.13	1.45535346865654	14.13	2.29780359892175	
14.14	2.13121481984854	14.14	2.61257109884173	
14.15	2.35650193691254	14.15	2.837405027356	
14.16	3.48293752223253	14.16	6.37037037037037	
14.17	2.80707617104053	14.17	3.42197324149311	
14.18	4.20385629683733	14.18	4.63607645547017	
14.19	3.57305236905813	14.19	4.05150824133307	
14.2	3.97856917977333	14.2	4.68104324117303	
14.21	4.47420083731413	14.21	4.81594359828159	
14.22	4.24891372025013	14.22	4.81594359828159	
14.23	4.92477507144213	14.23	5.35554502671584	
14.24	4.78960280120373	14.24	5.31057824101299	
14.25	5.55557899922132	14.25	5.94011324085295	
14.26	5.28523445874453	14.26	5.67031252663583	
14.27	6.14132550358772	14.27	6.3897810978815	
14.28	5.60063642263412	14.28	6.03004681225866	
14.29	6.81718685477972	14.29	6.9743493120186	
14.3	5.96109580993652	14.3	6.3897810978815	
14.31	6.90730170160532	14.31	7.06428288342431	
14.32	6.18638292700052	14.32	6.56964824069291	
14.33	6.41167004406452	14.33	6.83944895491004	
14.34	6.77212943136692	14.34	6.88441574061289	
14.35	6.45672746747732	14.35	6.74951538350433	
14.36	7.40293335914612	14.36	7.64885109756142	
14.37	7.17764624208212	14.37	7.19918324053288	
14.38	6.45672746747732	14.38	6.74951538350433	
14.39	6.90730170160532	14.39	6.9743493120186	
14.4	6.81718685477972	14.4	7.15421645483002	
14.41	6.86224427819252	14.41	6.79448216920719	
14.42	7.58316305279732	14.42	7.51395074045286	
14.43	6.54684231430292	14.43	6.43474788358435	
14.44	7.44799078255892	14.44	7.28911681193858	
14.45	6.36661262065172	14.45	6.20991395507008	
14.46	6.50178489089012	14.46	6.61461502639577	
14.47	6.14132550358772	14.47	5.94011324085295	
14.48	5.60063642263412	14.48	5.53541216952726	
14.49	6.00615323334932	14.49	5.98508002655581	
14.5	5.51052157580853	14.5	5.31057824101299	
14.51	6.23144035041332	14.51	5.94011324085295	
14.52	4.65443053096533	14.52	4.54614288406447	
14.53	4.92477507144213	14.53	4.68104324117303	
14.54	4.24891372025013	14.54	4.00654145563021	
14.55	5.10500476509333	14.55	4.68104324117303	
14.56	3.75328206270933	14.56	3.64680717000738	
14.57	3.79833948612213	14.57	3.42197324149311	
14.58	3.43788009881973	14.58	3.24210609868169	
14.59	3.12247813493013	14.59	2.70250467024744	
14.6	2.53673163056374	14.6	2.3427703846246	
14.61	2.49167420715094	14.61	2.07296967040747	
14.62	2.35650193691254	14.62	2.11793645611033	
14.63	1.72569800913334	14.63	1.26356752775609	
14.64	1.45535346865654	14.64	1.21860074205324	
14.65	1.04983665794134	14.65	0.49913217080757	
14.66	1.32018119841814	14.66	0.948800027836114	
14.67	0.238803036510944	14.67	-0.310269971843809	
14.68	-0.527173161506653	14.68	-0.759937828872353	
14.69	-0.392000891268253	14.69	-0.894838185980916	
14.7	-1.20303451269865	14.7	-1.61430675722659	
14.71	-0.977747395634651	14.71	-1.47940640011802	
14.72	-1.83383844047785	14.72	-2.24384175706655	
14.73	-1.29314935952425	14.73	-1.65927354292944	
14.74	-2.46464236825705	14.74	-2.91834354260936	
14.75	-2.19429782778025	14.75	-2.73847639979795	
14.76	-3.18556114286184	14.76	-3.63781211385503	
14.77	-2.59981463849545	14.77	-3.14317747112364	
14.78	-3.77130764722824	14.78	-4.22238032799214	
14.79	-3.45590568333864	14.79	-3.68277889955789	
14.8	-4.26693930476904	14.8	-4.67204818502069	
14.81	-4.94280065596104	14.81	-5.25661639915779	
14.82	-3.90647991746664	14.82	-4.40224747080356	
14.83	-5.43843231350183	14.83	-5.70628425618634	
14.84	-5.21314519643784	14.84	-5.3465499705635	
14.85	-5.75383427739143	14.85	-6.11098532751203	
14.86	-5.70877685397863	14.86	-5.8411846132949	
14.87	-6.06923624128103	14.87	-6.3358192560263	
14.88	-6.29452335834503	14.88	-6.65058675594628	
14.89	-6.47475305199623	14.89	-6.47071961313486	
14.9	-6.70004016906023	14.9	-6.96535425586626	
14.91	-6.24946593493223	14.91	-6.42575282743201	
14.92	-6.65498274564743	14.92	-6.9203874701634	
14.93	-7.10555697977543	14.93	-7.28012175578624	
14.94	-6.88026986271143	14.94	-6.87542068446055	
14.95	-7.19567182660103	14.95	-7.32508854148909	
14.96	-7.69130348414183	14.96	-7.72978961281478	
14.97	-6.70004016906023	14.97	-6.74052032735199	
14.98	-7.69130348414183	14.98	-7.68482282711193	
14.99	-6.97038470953703	14.99	-7.14522139867768	
15	-7.73636090755463	15	-7.50495568430051	
15.01	-6.33958078175783	15.01	-6.47071961313486	
15.02	-7.42095894366503	15.02	-7.45998889859766	
15.03	-6.42969562858343	15.03	-6.3358192560263	
15.04	-7.10555697977543	15.04	-7.10025461297482	
15.05	-6.06923624128103	15.05	-6.06601854180917	
15.06	-7.24072925001383	15.06	-6.9203874701634	
15.07	-6.70004016906023	15.07	-6.51568639883772	
15.08	-6.42969562858343	15.08	-5.97608497040346	
15.09	-6.56486789882183	15.09	-6.3358192560263	
15.1	-5.88900654762983	15.1	-5.43648354196921	
15.11	-5.93406397104263	15.11	-5.66131747048348	
15.12	-6.11429366469383	15.12	-5.75125104188919	
15.13	-4.62739869207144	15.13	-4.40224747080356	
15.14	-5.61866200715303	15.14	-5.12171604204923	
15.15	-4.85268580913544	15.15	-4.53714782791212	
15.16	-4.94280065596104	15.16	-4.40224747080356	
15.17	-3.54602053016424	15.17	-3.14317747112364	
15.18	-4.04165218770504	15.18	-3.63781211385503	
15.19	-4.13176703453064	15.19	-3.63781211385503	
15.2	-3.36579083651304	15.2	-2.96331032831222	
15.21	-3.54602053016424	15.21	-2.91834354260936	
15.22	-2.68992948532104	15.22	-1.97404104284942	
15.23	-2.32947009801865	15.23	-1.88410747144371	
15.24	-1.96901071071625	15.24	-1.29953925730661	
15.25	-1.69866617023945	15.25	-1.11967211449519	
15.26	-1.33820678293705	15.26	-0.580070686060935	
15.27	-1.24809193611145	15.27	-0.670004257466644	
15.28	-1.02280481904745	15.28	-0.2203364004381	
15.29	0.599262423813343	15.29	1.08370038494468	
15.3	0.0135159194469452	15.3	0.49913217080757	
15.31	0.464090153574944	15.31	1.26356752775609	
15.32	1.18500892817974	15.32	1.71323538478464	
15.33	0.779492117464542	15.33	1.44343467056751	
15.34	2.17627224326134	15.34	2.79243824165314	
15.35	1.45535346865654	15.35	2.20787002751604	
15.36	2.31144451349974	15.36	2.88237181305885	
15.37	2.17627224326134	15.37	2.88237181305885	
15.38	3.66316721588373	15.38	4.32130895555019	
15.39	3.12247813493013	15.39	3.69177395571023	
15.4	4.02362660318613	15.4	4.77097681257874	
15.41	3.75328206270933	15.41	4.27634216984734	
15.42	4.56431568413973	15.42	5.31057824101299	
15.43	4.33902856707573	15.43	4.9058771696873	
15.44	4.24891372025013	15.44	4.95084395539016	
15.45	4.69948795437813	15.45	5.53541216952726	
15.46	5.46546415239573	15.46	5.98508002655581	
15.47	4.87971764802933	15.47	5.67031252663583	
15.48	5.69075126945972	15.48	6.25488074077293	
15.49	5.42040672898293	15.49	6.20991395507008	
15.5	5.91603838652372	15.5	6.4797146692872	
15.51	5.64569384604692	15.51	6.29984752647579	
15.52	6.23144035041332	15.52	6.74951538350433	
15.53	6.27649777382612	15.53	6.9743493120186	
15.54	6.50178489089012	15.54	6.9743493120186	
15.55	6.18638292700052	15.55	6.79448216920719	
15.56	7.17764624208212	15.56	7.69381788326427	
15.57	6.77212943136692	15.57	7.19918324053288	
15.58	6.27649777382612	15.58	6.92938252631575	
15.59	7.49304820597172	15.59	7.82871824037284	
15.6	6.36661262065172	15.6	6.83944895491004	
15.61	7.58316305279732	15.61	7.82871824037284	
15.62	6.23144035041332	15.62	6.65958181209862	
15.63	6.63695716112852	15.63	6.92938252631575	
15.64	6.14132550358772	15.64	6.61461502639577	
15.65	6.45672746747732	15.65	6.61461502639577	
15.66	6.27649777382612	15.66	6.70454859780148	
15.67	6.23144035041332	15.67	6.43474788358435	
15.68	5.87098096311092	15.68	6.07501359796152	
15.69	5.87098096311092	15.69	6.25488074077293	
15.7	5.69075126945972	15.7	5.80521288374439	
15.71	5.42040672898293	15.71	5.80521288374439	
15.72	5.33029188215733	15.72	5.31057824101299	
15.73	4.60937310755253	15.73	4.81594359828159	
15.74	5.60063642263412	15.74	5.44547859812155	
15.75	4.51925826072693	15.75	4.45620931265876	
15.76	4.15879887342453	15.76	4.36627574125305	
15.77	4.15879887342453	15.77	4.00654145563021	
15.78	3.30270782858133	15.78	3.37700645579025	
15.79	3.93351175636053	15.79	3.69177395571023	
15.8	3.25765040516853	15.8	3.3320396700874	
15.81	2.80707617104053	15.81	2.52263752743602	
15.82	2.13121481984854	15.82	2.16290324181318	
15.83	2.08615739643574	15.83	1.80316895619035	
15.84	1.36523862183094	15.84	1.30853431345895	
15.85	1.95098512619734	15.85	1.57833502767608	
15.86	0.734434694051743	15.86	0.544098956510425	
15.87	1.09489408135414	15.87	0.678999313618988	
15.88	0.0135159194469452	15.88	-0.175369614735246	
15.89	0.644319847226143	15.89	0.229331456590444	
15.9	-0.301886044442654	15.9	-0.714971043169498	
15.91	-1.02280481904745	15.91	-1.2096056859009	
15.92	-0.932689972221851	15.92	-1.34450604300946	
15.93	-1.56349390000105	15.93	-1.97404104284942	
15.94	-1.15797708928585	15.94	-1.47940640011802	
15.95	-1.74372359365225	15.95	-2.19887497136369	
15.96	-2.73498690873384	15.96	-3.14317747112364	
15.97	-1.96901071071625	15.97	-2.51364247128367	
15.98	-3.09544629603624	15.98	-3.59284532815218	
15.99	-3.68119280040264	15.99	-4.08747997088358	
16	-3.36579083651304	16	-3.95257961377501	
16.01	-4.17682445794344	16.01	-4.67204818502069	
16.02	-4.53728384524584	16.02	-4.80694854212925	
16.03	-4.44716899842024	16.03	-4.98681568494067	
16.04	-4.98785807937384	16.04	-5.21164961345494	
16.05	-5.07797292619944	16.05	-5.61635068478063	
16.06	-5.57360458374023	16.06	-6.06601854180917	
16.07	-4.98785807937384	16.07	-5.57138389907777	
16.08	-6.24946593493223	16.08	-6.56065318454057	
16.09	-5.61866200715303	16.09	-6.20091889891773	
